Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Hell Charger (RL)	reloaded	hell_charger_rld_400	State	Eaters of the Lotus	Demon State	2	{lot}{lot}		0	0	0	Fixed	hell charger demon	Vehicle. Play on a Character. Subject gains +3 Fighting. Remove 2 damge from subject at the start of your turn. Turn :: Change subject's location.	
In Your Face Again (RL)	reloaded	in_your_face_again_rld_400	Event	Jammers	Event	0	{jam}		0	0	0	Fixed	your face again	Play during your Main Shot. Randomly choose a Character in your smoked pile :: Return the chosen Character to play. That Character cannot be sacrificed. At the end of the turn, smoke Character if it is in play.	
Insidious Plan (RL)	reloaded	insidious_plan_rld_400	Edge	Eaters of the Lotus	Edge	1	{lot}{lot}		0	0	0	Fixed	insidious plan	Limited. Put a counter on this card at the end of your turn. Sacrifice this card :: Gain X Power or draw X cards. X= the number of counters on this card.	
Jack of All Trades (RL)	reloaded	jack_of_all_trades_rld_400	Character	Jammers	Resourceful Techie	1	{jam}	{jam}{tek}	1	0	0	Fixed	jack all trades resourceful techie	Turn and sacrifice a State :: Search your deck for a State with a different title. Show it to your opponents and put it in your hand.	
Jade Fox	reloaded	jade_fox_rld_400	Character	Guiding Hand	Rooftop Swordsman	4	{han}{han}{chi}	{han}{chi}	6	0	0	Fixed	jade fox rooftop swordsman	Unique. If Jade Fox is not the subject of a Weapon State, you may play a Sword State on her at -1 cost. While the subject of a Sword State, Jade Fox is not affected by opponents' effects that are generated by turning a card.	
Kitty Kerosene	reloaded	kitty_kerosene_rld_400	Character	Jammers	Pyromaniac Percussionist	4	{jam}{jam}{jam}	{jam}{tek}{tek}	6	0	0	Fixed	kitty kerosene pyromaniac percussionist	Unique. Unstoppable. Once per turn, when a Site unturns, inflict X non-combat damage on this card :: Inflict X+1 non-combat damage on that Site.	
Lord Hawksmoor (RL)	reloaded	lord_hawksmoor_rld_400	Character	Four Monarchs	Thunder Champion	5	{mon}{mon}	{mon}	8	0	0	Fixed	lord hawksmoor thunder champion	Unique. Guts. Gain 2 Power if he is smoked by an opponent.	
Major Prescott Rogers	reloaded	major_prescott_rogers_rld_400	Character	Dragons	Adventure Seeker	X	{dra}{dra}{dra}	{dra}	0	0	0	Fixed	major prescott rogers adventure seeker	Unique. This card's printed Fighting is equal to its play cost. +1 Fighting for each Unique Character, Unique Edge and Unique State in play.	
Mourning Tree (RL)	reloaded	mourning_tree_rld_400	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	mourning tree	Unique. Any player whose Characters attack Mourning Tree may not declare any subsequent attacks this turn.	
Mr. X (RL)	reloaded	mr._x_rld_400	Character	Ascended	Lodge Mastermind	3	{asc}{asc}	{asc}	1	0	0	Fixed	mr x lodge mastermind	Unique. Turn and maintain and target a Character with a cost no greater than 3 :: Take control of target.	
Prelate of the Roaring Skies	reloaded	prelate_of_the_roaring_skies_rld_400	Character	Four Monarchs	Thunder Priest	1	{mon}{mag}	{mon}{mag}	1	0	0	Fixed	prelate roaring skies thunder priest	Toughness: 1. Cannot be intercepted by cards controlled by opponents who control only one location.	
Ready For Action (RL)	reloaded	ready_for_action_rld_400	State	Dragons	State	2	{dra}{dra}		0	0	0	Fixed	ready action	Play on a Character. Once per turn, you may unturn subject Character when an attack is declared and subject is not an attacker.	
Rigorous Discipline (RL)	reloaded	rigorous_discipline_rld_400	Event	Guiding Hand	Event	0	{han}{han}		0	0	0	Fixed	rigorous discipline	Target a Character and choose any Character in play :: Target gains the printed rules text of the chosen Character until the end of the turn.	
Sabotage (RL)	reloaded	sabotage_rld_400	State	Jammers	State	1	{jam}{jam}		0	0	0	Fixed	sabotage	Play on an opponent's Site. Subject cannot be turned.	
Sergeant Troy Preston	reloaded	sergeant_troy_preston_rld_400	Character	Ascended	Sworn RCMP Cop	4	{asc}{asc}{chi}{chi}	{asc}{chi}	6	0	0	Fixed	sergeant troy preston sworn rcmp cop	Unique. Cannot be intercepted by Characters with a printed cost of 1 or 2. Non-Unique Characters controlled by opponents at this locaion inflict -1 combat damage.	
Shadowy Mentor (RL)	reloaded	shadowy_mentor_rld_400	State	Ascended	State	4	{asc}		0	0	0	Fixed	shadowy mentor	Play on any Character. You take control of subject Character. Subject gains the designator Sworn.	
Shih Ho Kuai (RL)	reloaded	shih_ho_kuai_rld_400	Character	Guiding Hand	Martial Arts Master	3	{han}{han}{han}	{han}{chi}	X	0	0	Fixed	shih ho kuai martial arts master	Unique. X = the number of {chi} resources in your pool.	
Snowblind (RL)	reloaded	snowblind_rld_400	Event	Four Monarchs	Event	0	{mon}{mon}		0	0	0	Fixed	snowblind	Limited. Toast It. Target an attacking Character :: Target ceases attacking.	
Spirit Wrack	reloaded	spirit_wrack_rld_400	Event	Eaters of the Lotus	Event	1	{lot}{lot}{mag}{mag}		0	0	0	Fixed	spirit wrack	Target a non- {mag} Character :: Smoke target.	
Stephanie Cinders	reloaded	stephanie_cinders_rld_400	Character	Jammers	Stunning Hottie	4	{jam}{jam}{jam}	{jam}{tek}	6	0	0	Fixed	stephanie cinders stunning hottie	Unique. Mobility. Once per turn, when an opponent turns a card while Stephanie Cinders is attacking, spend 1 Power :: Smoke that card.	
Stunt Driving (RL)	reloaded	stunt_driving_rld_400	Event	Dragons	Death-Defying Event	1	{dra}		0	0	0	Fixed	stunt driving death defying	Target a Character :: Target gains Guts and +2 Fighting until the end of the turn.	
Suicide Mission (RL)	reloaded	suicide_mission_rld_400	Event	Ascended	Event	1	{asc}{asc}		0	0	0	Fixed	suicide mission	Target a card :: Smoke target. That card's controller my immediately smoke any card you control.	
Temple of Celestial Mercy (RL)	reloaded	temple_of_celestial_mercy_rld_400	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Fixed	temple celestial mercy	Unique. Your hand size is increased by 2.	
Temple of the Angry Spirits (RL)	reloaded	temple_of_the_angry_spirits_rld_400	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	temple angry spirits	Unique. While revealed, Temple of the Angry Spirits inflicts combat damage to Characters as if it had Fighting equal to its current Body.	
The Red Lantern Tavern (RL)	reloaded	the_red_lantern_tavern_rld_400	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Fixed	red lantern tavern	Unique. Turn and target a Character :: Until the end of the turn, target gains Assassinate and the first time target smokes a Character in combat while attacking you gain 1 Power.	
Tortured Memories (RL)	reloaded	tortured_memories_rld_400	Event	Eaters of the Lotus	Event	2	{lot}		0	0	0	Fixed	tortured memories	Target a Character :: Take control of target until the end of the turn.	
Transmogrification (RL)	reloaded	transmogrification_rld_400	Event	Four Monarchs	Event	0	{mon}{mag}		0	0	0	Fixed	transmogrification	Target a Character that is the subject of a State :: Smoke the State and inflict X non-combat damage on target. X = the cost of the smoked State.	
Turtle Island (RL)	reloaded	turtle_island_rld_400	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Fixed	turtle island	Cannot be damaged or removed from play by opponents' Events. Cannot be burned.	
Water Sword (RL)	reloaded	water_sword_rld_400	State	Guiding Hand	State	0	{han}{han}		0	0	0	Fixed	water sword	Weapon. Play on a Character. Subject gains +1 Fighting. If subject is smoked, you may return Water Sword to your hand.	
Who's the Monkey Now? (RL)	reloaded	whos_the_monkey_now_rld_400	Event	Jammers	Event	1	{jam}{jam}		0	0	0	Fixed	who monkey now	Play in response to an Event played by an opponent that would damage or smoke a card you control :: Cancel that Event, and you may smoke a card controlled by that opponent of the same type as a card that would have been damaged or smoked by the Event.	
Wisdom of the Owl (RL)	reloaded	wisdom_of_the_owl_rld_400	Character	Ascended	Lodge Archivist	1	{asc}	{asc}	1	0	0	Fixed	wisdom owl lodge archivist	Your hand size is increased by 1. When you discard a card, you may place it on the bottom of your deck instead of your toasted pile. (This still counts as discarding it.)	
