Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Dawson's Gravity Gun	queensgambit	dawsons_gravity_gun_qg	State	High Tech	State	1	{tek}{tek}					Fixed	dawson's dawson' gravity gun	Unique. Weapon. Play on a Character. Turn and target a Character at this location ::  Inflict 1 Unstoppable non-combat damage on target; turn target and it does not unturn during its controller's next Establishing Shot.	
Drop Bears	queensgambit	drop_bears_qg	Character	Jammers	Weaponized Marsupials	2	{jam}{jam}{tek}{tek}	{jam}	3			Fixed	drop bears bear weaponized marsupials marsupial	Unstoppable. Crisis: jj0. If you use Crisis, you may play this card during an opponent's attack.	
Eagle's Gift	queensgambit	eagles_gift_qg	Event	Dragons, Guiding Hand	Event	0	{dra}{han}					Fixed	eagle's eagle' gift	Play during any Main Shot. Choose a State from any player's smoked pile, and target a legal subject for that State :: Play the chosen State on target at -1 cost, ignoring resource conditions.	
Feather Mountain	queensgambit	feather_mountain_qg	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	feather mountain	If this card is in your front row, turn and target an attacker that is not attacking this card :: Change the target of target's attack to this card. If it succeeds in inflicting combat damage on this card during this attack, gain 1 Power.	
Fu Lions	queensgambit	fu_lions_qg	State	Guiding Hand	Auspicious Protector State	2	{han}{han}	{han}				Fixed	fu lions lion auspicious auspiciou protector	Schtick. Play on a Site you control. Subject gains +3 Body, Toughness: 1 and cannot be burned. Pay 1 Power :: This card becomes a Character at its current location with 4 Fighting, Toughness: 1 and the text "Cannot be prevented from intercepting." At the end of the turn, this card becomes a State on its former subject, or it is smoked.	
Glass Dagger	queensgambit	glass_dagger_qg	State	Four Monarchs	Ice State	2	{mon}{mag}					Fixed	glass glas dagger ice	Weapon. Play on a Character. Subject gains +X Fighting and Toughness: 2. X = the number of Power-generating Sites at subject's location.	
Gu Kan	queensgambit	gu_kan_qg	Character	Eaters of the Lotus	Poison Demon	3	{lot}{mag}	{lot}	4			Fixed	gu kan poison demon	Regenerate. Corrupted.	
Head Hunter	queensgambit	head_hunter_qg	Character	Ascended	Corporate Hood Assassin	1	{asc}	{asc}	1			Fixed	head hunter corporate hood assassin	Assassinate. When this card turns to attack, all other Hood Characters you control gain +1 combat damage until the end of the attack.	
Heaven's Brigade	queensgambit	heavens_brigade_qg	Character	Dragons	Reformed Hood Heroes	1	{dra}	{dra}	1			Fixed	heaven's heaven' brigade reformed hood heroes heroe hero	Once during your Main Shot, if an opponent is closer to victory and this card is in your smoked pile, you may return one "Heaven's Brigade" to play.	
Inner City Monk	queensgambit	inner_city_monk_qg	Character	Guiding Hand	Martial Arts Teacher	2	{han}{han}	{han}	2			Fixed	inner city monk martial arts art teacher	When this card enters play, take control of all 1-cost Characters until the end of the turn. While these Characters are under your control, you cannot sacrifice or toast them.	
Into the Light	queensgambit	into_the_light_qg	Event	Guiding Hand	Event	1	{han}					Fixed	into light	Choose a card in your smoked pile :: Return the chosen card to your hand.	
Jellyfish Lake	queensgambit	jellyfish_lake_qg	Site	Feng Shui Site	Feng Shui Site					1	6	Fixed	jellyfish lake	Limited. When an opponent plays a card with the same title as a card in his or her smoked pile, turn and target a card controlled by that opponent :: Inflict 2 non-combat damage on target.	
Keepers of the Monastery	queensgambit	keepers_of_the_monastery_qg	State	Guiding Hand	State	1	{han}{han}{han}					Fixed	keepers keeper monastery	Limited. Schtick. Play on a Feng Shui Site you control. Turn subject and discard a card :: Put a "Monk" Character token into play. It has a printed Fighting of 1 and a printed cost of h1. Once per turn, when a Monk Character you control is smoked, target a Site you control :: Heal target.	
Kickbacks	queensgambit	kickbacks_qg	Edge	Ascended	Edge	0	{asc}{asc}{asc}					Fixed	kickbacks kickback	Not Cumulative. When this card enters play, choose an opponent. When that opponent spends 3 or more Power at one time, turn :: Gain 1 Power.	
Mark of the Underworld	queensgambit	mark_of_the_underworld_qg	State	Eaters of the Lotus	State	2	{lot}{mag}					Fixed	mark underworld	You may sacrifice a Demon Character to play this card at -2 cost. Play on a non-Demon Character. Subject gains +2 Fighting, Regenerate, and the designator Demon.	
Overwhelming Fear	queensgambit	overwhelming_fear_qg	Event	Eaters of the Lotus, Four Monarchs	Darkness Event	0	{lot}{mon}					Fixed	overwhelming fear darkness darknes	Target a Character :: Inflict X non-combat damage on target. X = the number of characters you control that are {lot}, {mon}, or both.	
Razor's Hotties	queensgambit	razors_hotties_qg	Character	Jammers	Pyro Techies	2		{jam}{tek}	2			Fixed	razor's razor' hotties hotty hott pyro techies techy tech	If this card is in your hand and you have {jam} in your resource pool, you may discard this card and target a Site :: Turn target and cancel it until the end of the turn.	
Return to the Center	queensgambit	return_to_the_center_qg	Event	Chi	Event	0	{chi}{chi}					Fixed	return center	Choose one: target a State :: Smoke target; or target a card :: remove all non-damage counters from target.	
Russ Razor, Laser Blazer	queensgambit	russ_razor_laser_blazer_qg	Character	Jammers	Techie Punk Legend	4	{jam}{jam}{jam}	{jam}{tek}	6			Fixed	russ rus razor, laser blazer techie punk legend	Unique. Independent. When an opponent turns a Site during an attack you declared, you may play this card from your hand at -2 cost. When this card enters play, inflict 2 non-combat damage on all opponents' Characters that provide more than 1 resource.	
Sea Dragons	queensgambit	sea_dragons_qg	Character	Four Monarchs	Water Spirits	5	{mon}{mon}{mag}{mag}	{mon}{mag}	X			Fixed	sea dragons dragon water spirits spirit	Toughness: 1. Mobility while at a Lake, River, or Sea Site. X = the number of cards in your smoked pile with different titles.	
Secret Handshake	queensgambit	secret_handshake_qg	Event	Ascended	Event	2	{asc}{asc}{asc}{asc}					Fixed	secret handshake	One Shot. Choose one: search your deck for a card, put it in your hand and reshuffle; gain 3 Power; or put 4 "Sworn" Character tokens into play. The tokens have a printed Fighting of 1 and a printed cost of {asc}1.	
Siamang Twins	queensgambit	siamang_twins_qg	Character	Jammers	Ape Saboteurs	3	{jam}	{jam}	2			Fixed	siamang twins twin ape saboteurs saboteur	No Max. When you play this card from your hand, you may search your deck for a  "Siamang Twins" and play it at no cost, then reshuffle. +1 combat damage for each other Ape card you control. Reload: Discard one or more cards.	
Six Demon Bag	queensgambit	six_demon_bag_qg	State	Magic	State	0	{mag}{mag}					Fixed	six demon bag	Schtick. Play on a Character. If subject would receive enough damage to smoke it, sacrifice this card :: Reduce that damage to 0.	
Six Points	queensgambit	six_points_qg	Character	Four Monarchs	Ice Warriors	3	{mon}{mon}	{mon}	4			Fixed	six points point ice warriors warrior	Toughness: 1. When this card reduces a Site's Body to 0, put a "Warrior" Character token into play. It has a printed Fighting of 2, Ambush, and a printed cost of {mon}2.	
Snow Fox	queensgambit	snow_fox_qg	Character	Four Monarchs	Netherworld Ice Spirit	1	{mon}{mag}	{mon}{mag}	1			Fixed	snow fox netherworld ice spirit	When this card is declared as an interceptor, Ice Characters you control gain Toughness: 1 until the end of the attack. Once per turn, when an Event targets a single Character you control, you may change the target of that Event to this card.	
Snow Seer	queensgambit	snow_seer_qg	Character	Four Monarchs	Ice Sorceress	1		{mon}{mag}	1			Fixed	snow seer ice sorceress sorceres	No Max. -1 combat damage against Fire, Darkness, or Thunder cards. +1 Fighting while you control a Queen or Silver Character.	
Song of the Assassin	queensgambit	song_of_the_assassin_qg	Edge	Ascended, Eaters of the Lotus	Edge	0	{asc}{lot}					Fixed	song assassin	When a Character with Assassinate turns to attack a Character, the attacker gains Toughness: 1 against Characters and +1 combat damage against Characters until the end of the turn.	
SWAT Van	queensgambit	swat_van_qg	State	Ascended	Cop State	2	{asc}{asc}					Fixed	swat van cop	Vehicle. Play on a Character. Subject gains +2 Fighting and Tactics. When this card enters play, you may play up to 2 Cop or Police cards from your hand or smoked pile at -1 cost each.	
The Lunatic Fringe	queensgambit	the_lunatic_fringe_qg	Site	Jammers	Underground Punk Site	2	{jam}{jam}	{jam}		0	0	Fixed	the lunatic fringe underground punk	Unique. Punk and Fanatic Characters you control gain Toughness: 1. Turn and target a Character you control :: Inflict 1 non-combat damage on all Characters and Sites at target's location.	
Thermobaric Explosion	queensgambit	thermobaric_explosion_qg	Event	Jammers	Event	3	{jam}{jam}{tek}					Fixed	thermobaric explosion	All Characters in play take X damage. X = the total number of Characters in play.	
Tower of Glass and Steel	queensgambit	tower_of_glass_and_steel_qg	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	tower glass glas steel	When you play or seize another Power-generating Site, this card gains +2 Body until it leaves play. When an opponent's Site generates an effect that would cause him or her to gain Power, reveal this card or discard it from your hand :: Cancel that effect.	
Vampirism	queensgambit	vampirism_qg	State	Eaters of the Lotus	Vampiric State	0	{lot}{lot}					Fixed	vampirism vampiric	Schtick. Play on a non-Undead Character. No Character may be the subject of more than one "Vampirism". Subject gains +1 Fighting and the designator Undead. When a Character at this location is smoked, turn this card :: Subject gains +1 Fighting until it leaves play.	
Whirlwind Transformation	queensgambit	whirlwind_transformation_qg	State	Four Monarchs	State	0	{mon}{mag}					Fixed	whirlwind transformation	Play on a Character. Subject may intercept up to three attackers in the same attack, but must enter combat with these attackers at the same time. For each attacker subject intercepts beyond the first, subject gains +1 Fighting until the end of the attack.	
Xin's Tome of Knowledge	queensgambit	xins_tome_of_knowledge_qg	Edge	Unaligned	Cult Edge	0						Fixed	xin's xin' tome knowledge cult	Unique. Turn this card and sacrifice a Character with a cost greater than the number of counters on this card :: Place a counter on this card and draw X cards. X = Twice the number of counters now on this card.	
