Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Coyote Clan Scavengers	shurikensandsixguns	coyote_clan_scavengers_ssg	Character	Ascended	Transformed Animals	2		{asc}	2	0	0	Common	coyote clan scavenger transformed animal	Ambush against Characters with resource conditions.	
Crazed Preacher	shurikensandsixguns	crazed_preacher_ssg	Character	Purists	Dangerous Zealot	2	{pur}{pur}	{pur}	2	0	0	Common	crazed preacher dangerous zealot	Sacrifice this card and turn two Sites you control :: Smoke all non-Unique Characters at his location.	
Curse of Discord	shurikensandsixguns	curse_of_discord_ssg	Event	Magic	Event	1	{mag}{mag}		0	0	0	Common	curse discord	Target two interceptors :: Inflict damage on each equal to the other's Fighting.	
Dan Dammer, Jammer Slammer	shurikensandsixguns	dan_dammer_jammer_slammer_ssg	Character	Architects of the Flesh	Fanatic Cop	4	{arc}{arc}	{arc}	6	0	0	Promo	dan dammer jammer slammer fanatic cop	Unique. Guts. Toughness: 3 against {jam} cards. Not affected by {jam} Events.	
Data Theft	shurikensandsixguns	data_theft_ssg	Event	Syndicate	Event	0	{syn}		0	0	0	Uncommon	data theft	Turn a {syn} Character you control and target a player :: Reveal the top 3 cards of that player's deck. You may play one of those cards at normal cost, regardless of type, and replacing each resource requirement with {tek}.	
Daughter of Flame	shurikensandsixguns	daughter_of_flame_ssg	Character	Four Monarchs	Fire Assassin	4	{mon}{mon}	{mon}	6	0	0	Uncommon	daughter flame fire assassin	Assassinate. When this card attacks, its target's controller must discard two cards at random.	
Demon Whiskey	shurikensandsixguns	demon_whiskey_ssg	Character	Eaters of the Lotus	Rotgut Horde	3		{lot}	3	0	0	Common	demon whiskey rotgut horde	When an opponent burns a Site, you may return this card to play from your smoked pile.	
Detonating Corpses	shurikensandsixguns	detonating_corpses_ssg	Event	Eaters of the Lotus	Event	1	{lot}{mag}		0	0	0	Common	detonating corpse	Play when a Character you control is smoked by combat damage. All opponents' Characters at that location take damage equal to the smoked Character's printed Fighting.	
Devil's Mountain	shurikensandsixguns	devils_mountain_ssg	Site	Feng Shui Site	Feng Shui Site	0			0	1	6	Rare	devil mountain	Unique. Turn to redirect all damage inflicted on a Site by a single source to a Character you control.	
Devil's Rope	shurikensandsixguns	devils_rope_ssg	State	Eaters of the Lotus	State	1	{lot}		0	0	0	Promo	devil rope	Schtick. Play on a Site. Once per turn, you may sacrifice a Character at this location to place X counters on Devil's Rope. X= that Character's Fighting. Remove a counter :: Inflict 1 damage on any Character at this location.	
Dog Soldiers	shurikensandsixguns	dog_soldiers_ssg	Character	Four Monarchs	Thunder Braves	3	{mon}	{mon}	4	0	0	Common	dog soldier thunder brave	When this card turns to attack, you may unturn a Power-generating Site you control. (No card can unturn another card more than once a turn.)	
Donner Lake	shurikensandsixguns	donner_lake_ssg	Site	Feng Shui Site	Feng Shui Site	0			0	1	6	Rare	donner lake	Unique. At the beginning of your Main Shot, all Characters at this location gain +1 Fighting until they leave play and you must sacrifice a Character at this location.	
Dr. Curtis Boatman	shurikensandsixguns	dr_curtis_boatman_ssg	Character	Architects of the Flesh	Corporate Scientist Mastermind	3	{arc}{arc}{arc}{arc}	{arc}{tek}{mag}	4	0	0	Rare	dr curtis boatman corporate scientist mastermind	Unique. Opponents must pay you 1 Power to declare attackers against your cards. All <Arcano> and <Abomination> Characters you control gain +1 Fighting.	
Dr. Quentin Higginsbotham	shurikensandsixguns	dr_quentin_higginsbotham_ssg	Character	Jammers	Weirder Scientist	1	{jam}{jam}	{jam}{tek}	1	0	0	Rare	dr quentin higginsbotham weirder scientist	Unique. Turn :: Reveal all front-row Sites and rearrange each player's front-row Sites. This may change the target of an attack.	
Dust Storm	shurikensandsixguns	dust_storm_ssg	Event	Eaters of the Lotus	Event	1	{lot}		0	0	0	Common	dust storm	Play during an attack :: The first interceptor currently assigned to each attacker ceases intercepting.	
Echo and Silence	shurikensandsixguns	echo_and_silence_ssg	Character	Syndicate	Twin Assassins	4	{syn}{syn}{tek}	{syn}{chi}	5	0	0	Rare	echo silence twin assassin	Unique. Ambush. If they inflict combat damage during the Ambush period, they also inflict combat damage at the normal time.	
Elephant Gun	shurikensandsixguns	elephant_gun_pr	State	Unaligned	State	2			0	0	0	Promo	elephant gun	Weapon. Subject Character inflicts +5 damage.	
Evacuation: 2066	shurikensandsixguns	evacuation_2066_ssg	Event	Architects of the Flesh	Event	0	{arc}{arc}		0	0	0	Uncommon	evacuation 2066	Sacrifice X Characters :: Unturn X Characters.	
Exiled Monk	shurikensandsixguns	exiled_monk_ssg	Character	Guiding Hand	Shaolin Outcast	3	{han}	{han}{chi}	4	0	0	Common	exiled monk shaolin outcast	Heal this card at the end of each attack.	
Fastest Gun in the West	shurikensandsixguns	fastest_gun_in_the_west_ssg	State	Dragons	State	2	{dra}{dra}		0	0	0	Uncommon	fastest gun west	Unique. Subject Character gains Ambush.	
Fermat's Last Stand	shurikensandsixguns	fermats_last_stand_ssg	Event	Purists	Event	1	{pur}{pur}		0	0	0	Uncommon	fermat last stand	All Characters you control gain +1 Fighting until they leave play, then take 1 damage.	
Fermat's Soldiers	shurikensandsixguns	fermats_soldiers_ssg	Character	Purists	Secret Shock Troops	4	{pur}{pur}	{pur}	6	0	0	Uncommon	fermat soldier secret shock troop	Ambush against Characters controlled by players who control more cards than you.	
Fire Ants	shurikensandsixguns	fire_ants_ssg	Character	Four Monarchs	Deadly Insects	1		{mon}	1	0	0	Common	fire ant deadly insect	"No Max. +X damage to Characters. X= the number of other attacking""Fire Ants""."	
Fire Woman	shurikensandsixguns	fire_woman_ssg	Character	Jammers	Crazed Pyromaniac	1	{jam}	{jam}	1	0	0	Common	fire woman crazed pyromaniac	+1 Fighting for each damaged Feng Shui Site you control.	
Fistful of Dollars	shurikensandsixguns	fistful_of_dollars_ssg	Edge	Ascended	Edge	1	{asc}{asc}		0	0	0	Uncommon	fistful dollar	At the beginning of each opponent's Main Shot, he or she may place a counter on this card to gain 1 Power. Turn and remove X counters :: Gain X Power.	
Flesh Eater	shurikensandsixguns	flesh_eater_ssg	Character	Eaters of the Lotus	Bloodthirsty Demon	3	{lot}	{lot}	4	0	0	Common	flesh eater bloodthirsty demon	Regenerate. When this card reduces a Site's Body to 0, you may return a card from your smoked pile to your hand.	
Frenzy of the Shark	shurikensandsixguns	frenzy_of_the_shark_ssg	Character	Ascended	Lodge Killers	4	{asc}{asc}	{asc}	6	0	0	Uncommon	frenzy shark lodge killer	Toughness: 1 against damaged Characters. +X Fighting. X= the number of damaged Characters in play.	
Gambler	shurikensandsixguns	gambler_ssg	Character	Dragons	Lucky Bastard	3	{dra}	{dra}	3	0	0	Common	gambler lucky bastard	Twice a turn, you may flip a coin :: Heads: this card gains +2 Fighting until the end of the turn. Tails: it takes 1 damage.	
Gamma Beast	shurikensandsixguns	gamma_beast_ssg	Character	Architects of the Flesh	Third-Generation Abomination	3		{arc}	2	0	0	Common	gamma beast third generation abomination	+1 Fighting for each <Abomination> in play.	
Gunboat Diplomacy	shurikensandsixguns	gunboat_diplomacy_ssg	Edge	Ascended	Edge	1	{asc}{asc}{asc}		0	0	0	Uncommon	gun boat diplomacy	Limited. When an opponent turns a non-Character card, you may inflict 1 damage on any card he or she controls.	
Gunslinger	shurikensandsixguns	gunslinger_ssg	Character	Ascended	Pledged Assassin	3	{asc}	{asc}	3	0	0	Common	gun slinger pledged assassin	Turn to enter a Faceoff with target Character. The winner gains 1 Power.	
Hideout	shurikensandsixguns	hideout_ssg	Site	Unaligned	Site	0			0	0	4	Uncommon	hideout	Attacks cannot be declared against Characters at this location unless you control no other legal targets.	
High Noon	shurikensandsixguns	high_noon_ssg	Event	Guiding Hand	Event	1	{han}{han}		0	0	0	Uncommon	high noon	Limited. Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. Put the loser's Character in the winner's burned-for-victory pile.	
Hoosegow Jackson	shurikensandsixguns	hoosegow_jackson_ssg	Character	Dragons	Desperate Outlaw	0	{dra}{dra}{dra}	{dra}	4	0	0	Rare	hoosegow jackson desperate outlaw	Unique. Guts. When you play this card, immediately start an auction by bidding exactly one Power. The winning bidder is considered to have played this card.	
Horse Thief	shurikensandsixguns	horse_thief_ssg	Character	Ascended	Lodge Operator	3	{asc}{asc}	{asc}	4	0	0	Uncommon	horse thief lodge operator	Stealth. When an opponent plays an Event during your turn, gain Power equal to the Power he or she spent.	
Huichen Kan	shurikensandsixguns	huichen_kan_ssg	Character	Eaters of the Lotus	Dust Demon	4	{lot}{lot}{mag}	{lot}	6	0	0	Uncommon	huichen kan dust demon	Stealth. While this card is attacking, Characters controlled by its target's controller cannot change location.	
Hydrophobia	shurikensandsixguns	hydrophobia_ssg	State	Ascended	State	1	{asc}		0	0	0	Common	hydrophobia	Choose a designator when this card enters play. Subject Character cannot attack or intercept cards with that designator, and cannot change location to that of a card with that designator. (Attacking is not considered to be changing location.)	
Hyper Alloy Blade	shurikensandsixguns	hyper_alloy_blade_ssg	State	Syndicate	State	1	{syn}{tek}		0	0	0	Common	hyper alloy blade	Weapon. Subject Character inflicts +2 damage and cannot have its damage reduced or redirected.	
Inconvenient Debt	shurikensandsixguns	inconvenient_debt_ssg	Event	Syndicate	Event	1	{syn}		0	0	0	Uncommon	inconvenient debt	Play when an attack is declared. Target an opponent's unturned Character that could legally attack the target of the attack. That Character cannot turn in response :: Target turns and joins the attack.	
Involuntary Embalming	shurikensandsixguns	involuntary_embalming_ssg	Event	Eaters of the Lotus	Event	1	{lot}{lot}{mag}		0	0	0	Uncommon	involuntary embalming	Target a Character and toast X cards from your smoked pile at random :: Target gains +X Fighting until it leaves play. X= half (round up) the number of toasted cards.	
Isothermal Zodiac	shurikensandsixguns	isothermal_zodiac_ssg	Event	Jammers	Weird Science Event	0	{jam}		0	0	0	Common	isothermal zodiac weird science	Choose a player who controls a copy of the first card in alphabetical order by title, ignoring everything but letters :: That player gains 1 Power.	
Jessica Ng	shurikensandsixguns	jessica_ng_architects_ssg	Character	Architects of the Flesh	CDCA Scientist	3	{arc}	{arc}{tek}	4	0	0	Promo	jessica ng cdca scientist	Unique. Tactics. In addition to inflicting normal combat damage on a Site, this card may also inflict half as much combat damage (round up) on another Site to the immediate left, right, or behind that Site.	
Jessica Ng (Syn)	shurikensandsixguns	jessica_ng_ssg	Character	Syndicate	Corporate Mastermind	3	{syn}{syn}{syn}	{syn}	4	0	0	Rare	jessica ng corporate mastermind	Unique. All opponents play with the top card of their decks face-up. You may play these cards at +1 cost, ignoring resource conditions.	
Jia Baoyu	shurikensandsixguns	jia_baoyu_ssg	Character	Guiding Hand	Lovelorn Shaolin Agent	2	{han}{han}	{han}{chi}	2	0	0	Uncommon	jia baoyu lovelorn shaolin agent	Unique. Superleap. When he turns to attack, draw three cards if he is the only attacker.	
Johann Bonengel (SAS)	shurikensandsixguns	johann_bonengel_ssg	Character	Architects of the Flesh	NeoBuroPresident	3	{arc}{arc}{arc}	{arc}{arc}	5	0	0	Rare	johann bonengel neo buro president	Unique. When you play a 1-cost {arc} Character from your hand, and not due to this card, you may immediately play a second 1-cost {arc} Character from your hand or smoked pile at no cost.	
Joshua Norton	shurikensandsixguns	joshua_norton_ssg	Character	Purists	Emperor of the USA	3	{pur}{pur}{pur}	{pur}{asc}{mag}	3	0	0	Rare	joshua norton emperor usa	Unique. Your Characters cannot be attacked while he is unturned. Turn during your Main Shot :: Look at target opponent's hand. Gain 2 Power if it contains at least three cards with different costs that aren't Feng Shui Sites.	
Just a Scratch	shurikensandsixguns	just_a_scratch_ssg	Event	Dragons	Event	0	{dra}{dra}		0	0	0	Common	just scratch	Heal target Character that has at least 3 damage.	
Kunlun Clan Assault	shurikensandsixguns	kunlun_clan_assault_ssg	Event	Seven Masters	Event	2		{sev}{chi}{mag}	0	0	0	Promo	kunlun clan assault	Inflict 3 damage, divided any way you choose, on target Characters and/or Sites.	
Lateral Reincarnation	shurikensandsixguns	lateral_reincarnation_ssg	Event	Unaligned	Event	1			0	0	0	Uncommon	lateral reincarnation	Unique. You must have at least 3 resources of the same type to play this card. Sacrifice a Character and choose a non-Unique Character in an opponent's smoked pile with the same cost or less :: Return the chosen Character to play under your control.	
Liquored Up	shurikensandsixguns	liquored_up_ssg	Event	Dragons	Event	0	{dra}{dra}		0	0	0	Common	liquored up	Target Character gains Guts until the end of the turn.	
Living Legend	shurikensandsixguns	living_legend_ssg	State	Unaligned	State	2			0	0	0	Promo	living legend	Unique. Subject gains +2 Fighting, cannot be taken control of, and its damage cannot be reduced or redirected.	
Mah-Jongg Parlor	shurikensandsixguns	mahjongg_parlor_ssg	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Uncommon	mah jongg parlor	Limited. Turn and pay one Power :: Put a counter on this card. Turn and remove all counters from this card :: Gain Power equal to twice the number of counters removed.	
Mars Colonist	shurikensandsixguns	mars_colonist_ssg	Character	Syndicate	Expendable Student	1		{syn}{chi}	1	0	0	Promo	mars colonist expendable student		
Math Bomb	shurikensandsixguns	math_bomb_ssg	Event	Purists	Event	2	{pur}{pur}{mag}		0	0	0	Uncommon	math bomb	Smoke all Characters whose Fighting is odd.	
Midnight	shurikensandsixguns	midnight_ssg	Character	Eaters of the Lotus	Demon Horse	5	{lot}{lot}{mag}	{lot}	8	0	0	Rare	midnight demon horse	"Unique. All your Characters at this location gain Mobility. Pay 1 Power to change the target of an effect that targets this card or""Reverend Adam Wither""."	
Military Commandant	shurikensandsixguns	military_commandant_ssg	Character	Ascended	Pledged Mastermind	2	{asc}{asc}	{asc}	1	0	0	Promo	military commandant pledged mastermind	Turn and maintain and target a Character :: that Character gains +2 Fighting.	
Monkey Pirates	shurikensandsixguns	monkey_pirates_ssg	Character	Jammers	Simian Scalawags	4	{jam}{jam}	{jam}	5	0	0	Uncommon	monkey pirate simian scalawag	Once per Main Shot, you may play an Event from an opponent's smoked pile at +1 cost, ignoring resource conditions. The Event is considered to be Toast It.	
Moonlight Raid	shurikensandsixguns	moonlight_raid_ssg	Event	Ascended	Event	0	{asc}{asc}		0	0	0	Common	moonlight raid	Until end of turn, target Character you control gains Stealth and you gain 1 Power when that Character inflicts combat damage on the target of its attack.	
Morse Code Poet	shurikensandsixguns	morse_code_poet_ssg	Character	Purists	Magical Telegraph Operator	3	{pur}	{pur}{mag}	3	0	0	Common	morse code poet magical telegraph operator	+1 Fighting for every column in your Site structure.	
Naikute	shurikensandsixguns	naikute_ssg	Character	Four Monarchs	Tribal Chief	3	{mon}{mon}{mon}	{mon}	5	0	0	Rare	naikute tribal chief	Unique. When he enters play, you may return a Weapon to play from your smoked pile onto him.	
Netherflitter	shurikensandsixguns	netherflitter_ssg	State	Jammers	Weird Science State	1	{jam}{jam}{tek}		0	0	0	Uncommon	netherflitter weird science	Vehicle. Subject Character gains +1 Fighting and Mobility. While attacking, subject takes no damage from Characters whose Fighting is even.	
Night Horror	shurikensandsixguns	night_horror_ssg	Character	Architects of the Flesh	Rogue Abomination	3	{arc}	{arc}	3	0	0	Common	night horror rogue abomination	Ambush. Can be played during an opponent's turn. May attack during an opponent's turn.	
Prudence Nightingale	shurikensandsixguns	prudence_nightingale_ssg	Character	Purists	Sinister Schoolmarm	4	{pur}{pur}{pur}	{pur}{mag}	7	0	0	Rare	prudence nightingale sinister schoolmarm	Unique. When a Character enters combat with this card, the other Character's printed Fighting becomes equal to its cost until the end of combat.	
Nihilist	shurikensandsixguns	nihilist_ssg	Character	Syndicate	Cybernetic Ninja	4	{syn}{syn}	{syn}{chi}	6	0	0	Uncommon	nihilist cybernetic ninja	Gain 2 Power when he reduces a Feng Shui Site's Body to 0. Draw a card when he smokes a Character.	
Nitro Jack	shurikensandsixguns	nitro_jack_ssg	Character	Jammers	Unsavory Demolitions Expert	3	{jam}{jam}	{jam}	3	0	0	Rare	nitro jack unsavory demolition expert	Unique. Uncopyable. Stealth. When he inflicts combat damage on a Site, and its Body is not reduced to 0, smoke it. When he is smoked while at a location you control, smoke a Site at that location.	
Nothing Happens	shurikensandsixguns	nothing_happens_ssg	Event	Purists	Event	0	{pur}		0	0	0	Uncommon	nothing happen	Cancel target Site until the end of the turn. Any opponent may pay you 1 Power to cancel this effect. Reload this card if they do so.	
One-Eye Chan	shurikensandsixguns	oneeye_chan_ssg	Character	Guiding Hand	Chinatown Elder	3	{han}{han}	{han}{chi}	4	0	0	Rare	one eye chan chinatown elder	Unique. Select State, Edge, Event, or Character when this card enters play. Once during your Main Shot, you may play one card of that type from an opponent's smoked pile at regular cost, ignoring resource conditions. Events played in this manner are Toast It.	
Open a Can of Whupass	shurikensandsixguns	open_a_can_of_whupass_pr	Event	Dragons	Event	0	{dra}{dra}{dra}		0	0	0	Promo	open can whupass	Limited. Play any time except during an attack. Until the end of the turn, target Character you control gains +X Fighting. X= the number of resources in that Character's resource conditions and resource provisions.	
Personality Shard	shurikensandsixguns	personality_shard_ssg	State	Architects of the Flesh	State	1	{arc}		0	0	0	Common	personality shard	Play on a Character, and choose an opponent's Character :: Subject gains the other Character's rules text.	
Pony Express	shurikensandsixguns	pony_express_ssg	Edge	Dragons	Edge	1	{dra}{dra}		0	0	0	Uncommon	pony express	Limited. When an opponent discards a card, you may choose a Character that this card has not chosen this turn :: That Character gains +1 Fighting until it leaves play.	
Potlatch	shurikensandsixguns	potlatch_ssg	Event	Jammers	Event	0	{jam}{jam}{jam}		0	0	0	Rare	potlatch	One-Shot. Put a Feng Shui Site you control in another player's burned-for-victory pile :: Gain 3 Power.	
Queen of the Ice Pagoda	shurikensandsixguns	queen_of_the_ice_pagoda_ssg	Character	Four Monarchs	Netherworld Mastermind	6		{mon}{mag}{mag}	10	0	0	Promo	queen ice pagoda netherworld mastermind	Unique. All <Ice> Characters you control gain +1 Fighting. Inflict one damage on this card :: Smoke a State on any Character you control.	
Railroad Workers	shurikensandsixguns	railroad_workers_ssg	Character	Guiding Hand	Steel-Driving Rabble	1		{han}	1	0	0	Common	railroad worker steel driving rabble	"You may sacrifice exactly one""Railroad Workers""when you play a Site :: Gain 1 Power."	
Rainmaker Floyd	shurikensandsixguns	rainmaker_floyd_ssg	Character	Ascended	Wandering Con Man	4	{asc}{asc}{asc}	{asc}	6	0	0	Rare	rainmaker floyd wandering con man	Unique. Toughness: X. X= the number of columns in your Site structure.	
Ranchers	shurikensandsixguns	ranchers_ssg	Character	Dragons	Cowboy Heroes	1		{dra}	1	0	0	Common	rancher cowboy hero	Toughness: 1 while the subject of any <Gun> States.	
Redeemed Pirate	shurikensandsixguns	redeemed_pirate_ssg	Character	Guiding Hand	Shaolin Sailor	4	{han}	{han}	6	0	0	Uncommon	redeemed pirate shaolin sailor	Once per turn, you may discard X cards :: Heal X damage from this card. Reload: Discard your hand.	
Reinvigoration Seed	shurikensandsixguns	reinvigoration_seed_ssg	Edge	Architects of the Flesh	Edge	1	{arc}		0	0	0	Common	reinvigoration seed	"When a Character you control is smoked, you must sacrifice exactly one""Reinvigoration Seed"":: Return that Character to play turned."	
Revenge on the Patent Office!	shurikensandsixguns	revenge_on_the_patent_office_ssg	Event	Jammers	Weird Science Event	1	{jam}		0	0	0	Common	revenge patent office weird science	Inflict 2 damage on target Character and 2 damage on the front-row Site at its location.	
Reverend Adam Wither	shurikensandsixguns	reverend_adam_wither_ssg	Character	Eaters of the Lotus	Evil Preacher	3	{lot}{lot}	{lot}{mag}	4	0	0	Rare	reverend adam wither evil preacher	Unique. The first time he enters combat during a turn, inflict X damage on one Character he is in combat with. (Before combat damage is dealt.) X= the number of {mag} in your pool.	
Rise of the NeoBuro	shurikensandsixguns	rise_of_the_neoburo_ssg	Edge	Architects of the Flesh	Edge	1	{arc}{arc}		0	0	0	Uncommon	rise neo buro	Limited. Turn and put two cards from your hand on the bottom of your deck :: Draw three cards.	
Sacred Wigwam	shurikensandsixguns	sacred_wigwam_ssg	Site	Four Monarchs	Thunder Site	2		{mon}	0	1	5	Common	sacred wigwam thunder	Turn to cancel an effect that would return a card to play from any smoked pile.	
Salaryman	shurikensandsixguns	salaryman_ssg	Character	Syndicate	Corporate Killer	3	{syn}	{syn}	4	0	0	Common	salaryman corporate killer	Ambush while attacking Characters.	
Scrounging	shurikensandsixguns	scrounging_ssg	Event	Jammers	Event	0	{jam}		0	0	0	Promo	scrounging	Limited. Play at the start of your turn. No other card you control or play generates Power during your Establishing Shot. Choose State, Edge, Character, Feng Shui Site, or non-Feng Shui Site. Scrounging generates Power equal to the number of cards of the chosen type that target opponent controls, minus the number of cards in your burned-for-victory pile.	
Senoritas	shurikensandsixguns	senoritas_ssg	Character	Dragons	Three Sisters	3	{dra}{dra}	{dra}	5	0	0	Uncommon	senorita three sister	Turn a <Gun> or <Rifle> State on this Character to inflict 2 damage on any Character at this location.	
Shao the Killer	shurikensandsixguns	shao_the_killer_ssg	Character	Guiding Hand	Master of Dim Mak	3	{han}{han}{han}	{han}{chi}	2	0	0	Rare	shao killer master dim mak	Unique. Uncopyable. Not a legal subject for States. Once per turn, you may smoke a Character when he enters combat with it. (Before combat damage is dealt.)	
Shaolin Hoedown	shurikensandsixguns	shaolin_hoedown_ssg	Event	Guiding Hand	Event	0	{han}{han}{chi}		0	0	0	Uncommon	shaolin hoedown	Toast It :: Every player, starting with you and going clockwise, may choose a Character he or she controls. All chosen Characters are taken control of by the player to the left. Each player who gave away a Character gains Power equal to its cost.	
Sheriff Agathon	shurikensandsixguns	sheriff_agathon_ssg	Character	Eaters of the Lotus	Demon Boss	5	{lot}{lot}{lot}	{lot}{mag}	8	0	0	Rare	sheriff agathon demon boss	Unique. Regenerate. If you have three or more cards in your hand, during any Main Shot you may discard your hand to return a Character to its owner's hand.	
Shurikens	shurikensandsixguns	shurikens_ssg	State	Unaligned	State	0			0	0	0	Common	shuriken	Weapon. Play on a Character. Turn to inflict 1 damage on a Character at this location.	
Simple Paper Fan	shurikensandsixguns	simple_paper_fan_ssg	State	Guiding Hand	State	0	{han}		0	0	0	Common	simple paper fan	Weapon. Play on a Character. Once per turn, you may redirect one damage that would be inflicted on subject to another Character at this location.	
