Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Dr. Celeste Carter	thronewar	dr_celeste_carter_tw	Character	Architects of the Flesh	Purist Assassin	3	{arc}{arc}	{arc}{mag}	3	0	0	Rare	dr celeste carter purist assassin	Unique. Assassinate. +1 Fighting for each {mag} card in play. -1 Fighting for each {tek} card in play.	
Dr. John Haynes	thronewar	dr_john_haynes_tw	Character	Dragons	Full-Contact Historian	4	{dra}{dra}{dra}	{dra}	6	0	0	Rare	dr john haynes full contact historian	Unique. Stealth. Toughness: 1. When a card you control is targeted by an Event played by an opponent, that opponent must show you his or her hand, and you may force that opponent to discard one card of your choice.	
Eagle Mountain	thronewar	eagle_mountain_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	6	Common	eagle mountain	No effect if Eagle Mountain is not in your front row. When Characters at this location turn to attack, they gain Toughness: 1 until the end of the attack. Instead, when Eagle Mountain is revealed during an attack, Characters that were at this location when they turned to attack gain Toughness: 1 until the end of the attack.	
Earth Poisoner	thronewar	earth_poisoner_tw	Character	Eaters of the Lotus	Eunuch Geomancer	2		{lot}{mag}	2	0	0	Common	earth poisoner eunuch geomancer	Inflict 2 damage on any Site turned by an opponent while Earth Poisoner is attacking.	
Eater of Fortune	thronewar	eater_of_fortune_tw	Character	Eaters of the Lotus	Hungry Demon	2	{lot}{mag}	{lot}	2	0	0	Uncommon	eater fortune hungry demon	+1 Fighting for each Edge controlled by any opponent. When Eater of Fortune enters play, you may target an Edge :: Smoke that Edge.	
Elite Guards	thronewar	elite_guards_tw	Character	Eaters of the Lotus	Competent Pawns	2	{lot}	{lot}	2	0	0	Common	elite guard competent pawn	Eunuch Characters are not legal targets for attacks or Events while Elite Guards is in play. Inflicts +1 damage for each Unique {lot} Character you control.	
Evil Twin	thronewar	evil_twin_tw	Character	Eaters of the Lotus	Sinister Sibling	3	{lot}	{lot}	0	0	0	Uncommon	evil twin sinister sibling	"Uncopyable. When Evil Twin enters play, it copies the printed Fighting, rules text and restrictions of another Character in play. Evil Twin's title becomes""Evil Twin of (Character's title)""and its subtitle becomes""Sinister Sibling of (Character's subtitle)."""	
Farseeing Rice Grains	thronewar	farseeing_rice_grains_tw	Event	Magic	Event	0	{mag}		0	0	0	Common	farseeing rice grain	You may ignore resource conditions when playing this card by toasting the top 5 cards in your deck :: Discard any number of cards, then draw an equal number of cards.	
Festival of Giants	thronewar	festival_of_giants_tw	Event	Guiding Hand	Event	0	{han}		0	0	0	Common	festival giant	All Characters gain Toughness: 2 until the end of the turn.	
Final Sacrifice	thronewar	final_sacrifice_tw	Event	Dragons	Event	0	{dra}{dra}{dra}		0	0	0	Common	final sacrifice	Play in response to an Event played by an opponent during an attack you declared. Toast an attacker you control whose cost equals or exceeds that Event's cost :: Cancel that Event.	
Flying Sleeves	thronewar	flying_sleeves_tw	Event	Eaters of the Lotus	Event	0	{lot}{lot}		0	0	0	Common	flying sleeve	Toast It. Change one attacker's target to any Character you control.	
Flying Sword Stance	thronewar	flying_sword_stance_tw	State	Chi	State	0	{chi}{chi}		0	0	0	Common	flying sword stance	Not cumulative. Subject Character gains +1 Fighting. Subject gains Superleap against Characters that lack resource conditions.	
For China!	thronewar	for_china_tw	Edge	Guiding Hand	Edge	2	{han}{han}{han}		0	0	0	Uncommon	for china	At the end of any turn that any opponent is closer to victory than you, you may unturn one non-Site card.	
Gao Zhang	thronewar	gao_zhang_tw	Character	Eaters of the Lotus	Eunuch Mastermind	6	{lot}{lot}{lot}{lot}{lot}	{lot}{lot}{mag}{mag}{mag}	10	0	0	Rare	gao zhang eunuch mastermind	Unique. You may sacrifice a Pawn Character to change the target of an Event. Once per turn, you may play one {lot} or {mag} card at -1 cost.	
Grizzly Pass	thronewar	grizzly_pass_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Common	grizzly pass	+5 Body while no two cards you control have the same title.	
Hall of Brilliance	thronewar	hall_of_brilliance_tw	Site	Eaters of the Lotus	Feng Shui Site	2	{lot}{lot}{lot}	{lot}{mag}	0	1	5	Rare	hall brilliance	"Unique. +1 Body for each Power-generating Site you control. If you control a card titled""Imperial Palace,""Hall of Brilliance generates Power for you during every player's Power generation phase."	
Hsiung-nu Mercenaries	thronewar	hsiungnu_mercenaries_tw	Character	Unaligned	Hired Killers	2			3	0	0	Common	hsiung nu mercenary hired killer	Uncopyable. Guts. When you have no Power, smoke Hsiung-nu Mercenaries.	
Imperial Palace	thronewar	imperial_palace_tw	Site	Eaters of the Lotus	Site	3	{lot}{lot}{lot}	{lot}	0	1	8	Rare	imperial palace	Unique. Turn during any player's Main Shot to play a Guard Character or Eunuch Character at -2 cost.	
Inauspicious Return	thronewar	inauspicious_return_tw	Event	Eaters of the Lotus	Event	1	{lot}		0	0	0	Common	inauspicious return	Limited. Toast It. You may play up to three 1-cost non-Unique Characters that provide resources from your smoked pile at no cost. These Characters cannot be sacrificed, and gain the designator Undead.	
Infernal Pact	thronewar	infernal_pact_tw	Event	Eaters of the Lotus	Event	0	{lot}{lot}{lot}	{lot}	0	0	0	Uncommon	infernal pact	One-Shot. Toast an unturned Character you control :: Search your deck for a card and add it to your hand. Reshuffle.	
Jui Szu	thronewar	jui_szu_tw	Character	Unaligned	Outmaneuvered Empress	3			2	0	0	Rare	jui szu outmaneuvered empress	Unique. All {lot} cards are +1 cost. Turn and maintain to take control of a Feng Shui Site you own that is controlled by an opponent.	
Just Another Consumer	thronewar	just_another_consumer_tw	Character	Jammers	Scrappy Rebel	1		{jam}	1	0	0	Common	just another consumer scrappy rebel	When Just Another Consumer turns to attack a Site that shares a designator with another Site in play, he gains +1 Fighting until the end of the turn.	
Kar Fai	thronewar	kar_fai_tw	Character	Dragons	Kung Fu Master	7	{dra}{dra}{dra}{dra}{dra}	{dra}{dra}{chi}	11	0	0	Rare	kar fai kung fu master	Unique. Guts. All other {dra} Characters you control gain Guts and +1 Fighting while Kar Fai is in play.	
Leung Mui	thronewar	leung_mui_tw	Character	Guiding Hand	The Black Flag	4	{han}{han}{han}	{han}	7	0	0	Rare	leung mui the black flag	Unique. Independent. When Leung Mui turns to attack, you may turn non-Unique Characters you control that have a cost of 2 or less to attack with her as if they had Independent.	
Mad Monk	thronewar	mad_monk_tw	Character	Eaters of the Lotus	Shaolin Traitor	4	{lot}{lot}	{han}{lot}	6	0	0	Rare	mad monk shaolin traitor	Unique. Superleap. May not attack a card controlled by an opponent who has one or more {han} resources in his or her pool.	
Mobius Gardens	thronewar	mobius_gardens_tw	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	7	Common	mobius garden netherworld	When one or more opponents generate or gain Power from an Event played by an opponent, you gain 1 Power.	
Napalm Addict	thronewar	napalm_addict_tw	Character	Jammers	Pyromaniac Anarchist	4	{jam}{jam}	{jam}	6	0	0	Uncommon	napalm addict pyromaniac anarchist	Guts while attacking. When he smokes a Site by inflicting combat damage, you gain Power equal to that Site's printed cost, or 2 Power if it has no printed cost.	
Obsidian Eye	thronewar	obsidian_eye_tw	Edge	Four Monarchs	Edge	2	{mon}{mag}{mag}		0	0	0	Uncommon	obsidian eye	Unique. Turn and maintain to treat target Character's rules text as if it were blank.	
Oliver Chen	thronewar	oliver_chen_tw	Character	Ascended	Pledged Saboteur	3	{asc}{asc}{asc}	{asc}	4	0	0	Rare	oliver chen pledged saboteur	Unique. When this card inflicts combat damage on a Site, you may look at the top 7 cards of that Site's controller's deck. You may place one of those cards on the bottom of the deck, and rearrange the others in any order.	
Once and Future Champion	thronewar	once_and_future_champion_pr	Character	Four Monarchs	Netherworld Hero	5	{mon}{mon}{mon}{mag}	{mon}{mag}	7	0	0	Promo	once future champion netherworld hero	Unique. (no text)	
Open a Can of Whupass	thronewar	open_a_can_of_whupass_pr	Event	Dragons	Event	0	{dra}{dra}{dra}		0	0	0	Promo	open can whupass	Limited. Play any time except during an attack. Until the end of the turn, target Character you control gains +X Fighting. X= the number of resources in that Character's resource conditions and resource provisions.	
Palace Guards	thronewar	palace_guards_tw	Character	Eaters of the Lotus	Hopeless Pawns	1		{lot}	1	0	0	Common	palace guard hopeless pawn	If in your smoked pile when an attack is declared against a {lot} card you control, you may return this card to play at the location of the attack and then must declare it as an interceptor against that attack.	
Payback Time	thronewar	payback_time_tw	Edge	Jammers	Edge	0	{jam}		0	0	0	Uncommon	payback time	Limited. When an opponent reduces the Body of a Site you control to 0, you gain 1 Power and you may inflict 1 damage each on up to 3 Sites controlled by that opponent.	
Peasant Uprising	thronewar	peasant_uprising_tw	Event	Guiding Hand	Event	1	{han}{han}		0	0	0	Common	peasant uprising	Take control of all non-Unique 1-cost Characters until the end of the turn.	
Petroglyphs	thronewar	petroglyphs_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	7	Common	petroglyph	Turn in response to an effect that redirects damage or changes a target :: Cancel that effect.	
Pocket Demon	thronewar	pocket_demon_tw	Event	Magic	Event	0	{mag}		0	0	0	Common	pocket demon	Limited. Play at the start of your turn. No other card you control or play generates Power during your Establishing Shot this turn. Pocket Demon generates Power equal to the number of Power-generating Sites controlled by target opponent, plus the number of cards in his or her burned-for-victory pile, minus the number of cards in your burned-for-victory pile.	
Puzzle Garden	thronewar	puzzle_garden_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Common	puzzle garden	No Character inflicts more than 3 damage on Puzzle Garden.	
Rebel Camp	thronewar	rebel_camp_tw	Site	Unaligned	Site	2			0	1	7	Uncommon	rebel camp	Once during each attack that targets Rebel Camp, you may play an Event at -1 cost. When any Character you control joins an attack declared by an opponent, turn Rebel Camp to gain 1 Power.	
Resistance Squad	thronewar	resistance_squad_tw	Character	Jammers	Techie Guerrillas	2		{jam}{tek}	2	0	0	Common	resistance squad techie guerrilla	Any time Resistance Squad is in your hand when an opponent attempts to look at your hand or force you to discard a card, you may play Resistance Squad at no cost in response :: Cancel that effect.	
Righteous Protector	thronewar	righteous_protector_tw	Character	Guiding Hand	Heroic Monk	3		{han}{chi}	3	0	0	Common	righteous protector heroic monk	Turn to redirect the damage from a single source inflicted on target Character to Righteous Protector.	
Scrounging	thronewar	scrounging_tw	Event	Jammers	Event	0	{jam}		0	0	0	Common	scrounging	Limited. Play at the start of your turn. No other card you control or play generates Power during your Establishing Shot. Choose State, Edge, Character, Feng Shui Site, or non-Feng Shui Site. Scrounging generates Power equal to the number of cards of the chosen type that target opponent controls, minus the number of cards in your burned-for-victory pile.	
Seven Evils	thronewar	seven_evils_tw	Character	Eaters of the Lotus	Demon Lord	6	{lot}{lot}{lot}	{lot}	10	0	0	Rare	seven evil demon lord	Unique. Unturns when any opponent turns a Feng Shui Site. Toast a Character you control to give Seven Evils Independent until the end of the turn.	
Shattering Fire	thronewar	shattering_fire_tw	Event	Magic	Event	1	{mag}		0	0	0	Common	shattering fire	Inflict X damage on target Character. X= the number of {mag} resources in your pool.	
Shi Zi Hui	thronewar	shi_zi_hui_tw	Character	Eaters of the Lotus	Eunuch General	5	{lot}{lot}{lot}	{lot}	8	0	0	Rare	shi zi hui eunuch general	Unique. Tactics. When Shi Zi Hui turns to attack, draw X cards. X= the number of Characters that turn to attack with him.	
Sinister Accusations	thronewar	sinister_accusations_tw	State	Eaters of the Lotus	State	1	{lot}{mag}		0	0	0	Uncommon	sinister accusation	Subject Character gains a designator of your choice other than Eunuch. If you control one or more Eunuch Characters when subject is smoked, you may return Sinister Accusations to your hand.	
Smiling Heaven Lake	thronewar	smiling_heaven_lake_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Common	smiling heaven lake	Turn and choose a resource you have in your pool :: Play a Character ignoring one of the chosen resource conditions.	
Sword of the Dragon King	thronewar	sword_of_the_dragon_king_tw	State	Magic	State	2	{mag}{mag}		0	0	0	Uncommon	sword dragon king	Unique. Weapon. {chi} Characters and {tek} Characters cannot intercept subject Character. Subject gains +X Fighting. X= one-half (round down) the number of {mag} resources in your pool.	
Temple of the Angry Spirits	thronewar	temple_of_the_angry_spirits_tw	Site	Feng Shui Site	Feng Shui Site	0			0	1	8	Uncommon	temple angry spirit	Unique. Temple of the Angry Spirits inflicts combat damage on Characters as if it had Fighting equal to its current Body.	
The Blue Cardinal's Guards	thronewar	the_blue_cardinals_guards_tw	Character	Ascended	Mercenary Timewalkers	4	{asc}{asc}		6	0	0	Uncommon	blue cardinal guard mercenary timewalker	Once during each attack, you may pay 1 Power to give this card Guts, Stealth, or +3 damage until the end of the attack.	
The Dragon Throne	thronewar	the_dragon_throne_tw	Site	Eaters of the Lotus	Site	1	{lot}{lot}{lot}	{lot}	0	0	5	Uncommon	dragon throne	Unique. Choose a designator when this Site enters play or when you seize this Site. +2 Body while you control any Emperor or Empress Character. If this Site is in your front row, you may play Characters, States, and Edges with the last chosen designator at -1 cost.	
The Emperor	thronewar	the_emperor_tw	Character	Eaters of the Lotus	Imperial Pawn	2	{lot}{lot}{lot}{lot}	{lot}	1	0	0	Rare	emperor imperial pawn	Unique. Turn to smoke target non-Unique Character. Sacrifice a Eunuch Character to cancel an Event that targets The Emperor.	
The Monkey Who Would Be King	thronewar	the_monkey_who_would_be_king_tw	Character	Jammers	Guerrilla Emperor	2	{jam}{jam}{jam}	{jam}	3	0	0	Rare	monkey who would king guerrilla emperor	Unique. Turn :: Swap every front-row Site with the back-row Site behind it and inflict 1 damage on those Sites. Does not affect locations with only one Site. This may change which Site is targeted by an attack.	
Time Bandits	thronewar	time_bandits_tw	Character	Ascended	Netherworld Mercenary Hoods	2	{asc}		2	0	0	Uncommon	time bandit netherworld mercenary hood	If Time Bandits is still in play at the end of any turn in which they inflicted combat damage on the target of an attack, you gain 1 Power if you declared the attack, or 2 Power if an opponent declared the attack.	
Titanium Johnson	thronewar	titanium_johnson_tw	Character	Jammers	Cyborg Bruiser	5	{jam}{jam}{tek}	{jam}{tek}	8	0	0	Rare	titanium johnson cyborg bruiser	Unique. Toughness: X. X= the total number of all cards in all opponents' burned-for-victory piles.	
True Son of Heaven	thronewar	true_son_of_heaven_tw	Character	Guiding Hand	Shaolin Emperor	3	{han}{han}{han}	{han}	3	0	0	Rare	true son heaven shaolin emperor	Unique. If unturned, generates 1 Power during your Power generation phase. Turn :: All attacking {han} Characters inflict +2 damage until the end of the attack.	
Twin Thunder Kick	thronewar	twin_thunder_kick_tw	State	Chi	State	1	{chi}{chi}{chi}		0	0	0	Uncommon	twin thunder kick	Schtick. Subject Character inflicts +2 damage if it has Superleap. When subject inflicts combat damage on a Character, you may inflict an equal amount of damage on another Character at its location.	
Two Hundred Knives of Pain	thronewar	two_hundred_knives_of_pain_tw	Character	Eaters of the Lotus	Dangerous Demon	3	{lot}{mag}{mag}	{lot}	4	0	0	Uncommon	two hundred knife pain dangerous demon	Gains Regenerate while any opponent is at least as close to victory as you. Inflict 1 damage which cannot be redirected or reduced on this card :: Inflict 3 damage on a Character intercepting it.	
Ulterior Motives	thronewar	ulterior_motives_tw	Event	Ascended	Event	0	{asc}{asc}		0	0	0	Common	ulterior motive	Limited. Play if target opponent controls at least one turned non-Character card. You gain one Power, and that opponent may unturn one card he or she controls.	
Underworld Tracker	thronewar	underworld_tracker_tw	Character	Eaters of the Lotus	Demon Cop	3	{lot}{mag}	{lot}	4	0	0	Uncommon	underworld tracker demon cop	When an effect generated by an opponent removes a card from any opponents' smoked pile and puts it into play or its owner's hand, you may return Underworld Tracker to play.	
Violet Meditation	thronewar	violet_meditation_tw	Event	Chi	Event	0	{chi}		0	0	0	Common	violet meditation	Limited. Play at the start of your turn. No other card you control or play generates Power during your Establishing Shot. Violet Meditation generates Power equal to the number of Edges and Power-generating Sites controlled by target opponent, minus the number of cards in your burned-for-victory pile.	
Wandering Teacher	thronewar	wandering_teacher_tw	Character	Guiding Hand	Shaolin Agent	3	{han}{han}{han}	{han}{chi}	5	0	0	Uncommon	wandering teacher shaolin agent	Any opponent may pay 1 Power to heal Wandering Teacher. Any opponent may pay 1 Power to unturn Wandering Teacher.	
Weird Science	thronewar	weird_science_tw	Event	Jammers	Event	0	{jam}{jam}		0	0	0	Uncommon	weird science	Toast It. Until the end of the turn, the printed Body of all Feng Shui Sites is considered to be equal to the number of letters in the first word of their titles.	
Whirlpool of Blood	thronewar	whirlpool_of_blood_tw	Site	Feng Shui Site	Netherworld Feng Shui Site	0			0	1	5	Common	whirlpool blood netherworld	Turn to cancel an effect generated or maintained by the turning of a Feng Shui Site.	
White Ninja (TW)	thronewar	white_ninja_pr	Character	Unaligned	Assassin	6			7	0	0	Promo	white ninja assassin	Unique. Ambush. Stealth. The rules text of any Character or Site targeted by White Ninja in an attack is canceled until the end of the turn.	
Who Wants Some?	thronewar	who_wants_some_tw	Event	Dragons	Event	0	{dra}{dra}{dra}		0	0	0	Uncommon	who wants some	Limited. The next attack you declare this turn may have any number of targets, provided that you attack each target with at least one Character. The number of Feng Shui Sites you need for victory is increased by one.	
Who's the Monkey Now?	thronewar	whos_the_monkey_now_tw	Event	Jammers	Event	1	{jam}{jam}		0	0	0	Uncommon	who monkey now	Play in response to an Event played by an opponent that would damage or smoke a card you control :: Cancel that Event, and you may immediately smoke a card controlled by that opponent of the same type that would have been damaged or smoked.	
Xin Kai Sheng	thronewar	xin_kai_sheng_tw	Character	Eaters of the Lotus	Sorcerer Emperor Mastermind	6	{lot}{lot}{lot}	{lot}{mag}	7	0	0	Rare	xin kai sheng sorcerer emperor mastermind	Unique. At the end of your turn, return to play under your control all Characters in any smoked pile that were smoked by combat damage inflicted by this card while he was attacking this turn.	
