Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Gorilla Fighter	10kbullets	gorilla_fighter_10kb	Character	Jammers	Flying Monkey	4	{jam}{jam}{tek}	{jam}{tek}	6			Fixed	gorilla fighter flying monkey	Independent. Gorilla Fighter's cost is reduced by the total number of Feng Shui Sites and Characters you own that are controlled by opponents or in burned-for-victory piles.	
Gruff Lieutenant	10kbullets	gruff_lieutenant_10kb	Character	Ascended	Pledged Cop	1	{asc}	{asc}	1			Fixed	gruff lieutenant pledged cop	Stealth.	
Guns Blazing	10kbullets	both_guns_blazing_10kb	State	Dragons	State	0	{dra}		0	0	0	Fixed	both gun blazing	Subject Character gains +1 Fighting for each Weapon on it. Draw a card when you play a Weapon on subject. No Character may be the subject of more than one "Both Guns Blazing".	
Hacker	10kbullets	hacker_10kb	Character	Dragons	Gun-Totin' Techie	2		{dra}{tek}	2			Fixed	hacker gun totin techie	When an opponent plays an Event that steals Power from you or that toasts any card other than itself, you may play Hacker from your hand at no cost in response :: Cancel that Event.	
Hands Without Shadow	10kbullets	hands_without_shadow_10kb	State	Chi	State	0	{chi}					Fixed	hand shadow	Schtick. When subject Character is in combat with a Character, you may choose to have subject inflict X-1 combat damage instead of its normal damage. X= damage required to smoke the opposing Character, calculated just prior to inflicting damage, but after all other effects have resolved.	
Healing Earth	10kbullets	healing_earth_10kb	Event	Chi	Event	0	{chi}					Fixed	healing earth	Remove up to X damage from cards you control. X= the number of {chi} resources in your pool.	
Heat of Battle	10kbullets	heat_of_battle_10kb	Event	Guiding Hand	Event	0	{han}					Fixed	heat battle	Play during an attack on a card you control by an opponent who controls more Power-generating Sites than you. Gain Power equal to the cost of target attacking Character. You can play only one "Heat of Battle" each attack.	
Helix Rethread	10kbullets	helix_rethread_10kb	State	Architects of the Flesh	State	0	{arc}					Fixed	helix rethread	Play on a Character controlled by an opponent. When subject is smoked, you gain 1 Power.	
Hidden Sanctuary	10kbullets	hidden_sanctuary_10kb	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	hidden sanctuary	Limited. At the end of an attack you declared, you may remove up to X damage from each Character that attacked. X = the number of <Sanctuary> cards you control.	
Homemade Tank	10kbullets	homemade_tank_10kb	State	Jammers	State	2	{jam}{tek}					Fixed	homemade tank	Toast It. Vehicle. Subject Character gains Toughness: 1 and +4 Fighting. Flip a coin at the start of your turn. Heads: Toast Homemade Tank.	
Ice Diadem	10kbullets	ice_diadem_10kb	State	Four Monarchs	State	1	{mon}{mag}					Fixed	ice diadem	Turn Ice Diadem to heal subject Character.	
Ice Healer	10kbullets	ice_healer_10kb	Character	Four Monarchs	Netherworld Sorceress	1		{mon}{mag}	1			Fixed	ice healer netherworld sorceress	When an opponent turns a Character to heal, you may remove one damage from a Character you control.	
Inner Sanctum	10kbullets	inner_sanctum_10kb	Site	Feng Shui Site	Feng Shui Site					1	11	Fixed	inner sanctum	If Inner Sanctum is revealed, you may not place another Feng Shui Site at its location.	
Inoue Oram	10kbullets	inoue_oram_10kb	Character	Purists	Sorcerer Mastermind	2	{pur}	{pur}{mag}	2			Fixed	inoue oram sorcerer mastermind	Unique. Gain 1 power at the start of your Main Shot if you drew any cards during your Draw Phase and the number of cards drawn was even.	
Instrument of the Hand	10kbullets	instrument_of_the_hand_10kb	Character	Guiding Hand	Martial Artist	2		{han}{chi}	2			Fixed	instrument hand martial artist		
Iron and Silk	10kbullets	iron_and_silk_10kb	Event	Guiding Hand	Event	0	{han}					Fixed	iron silk	Choose any Character :: Until the end of the turn, all combat damage inflicted on that Character while it is intercepting is reduced to 0.	
Isomorphic Spirit	10kbullets	isomorphic_spirit_10kb	Character	Purists	Paradox Construct	4	{pur}{pur}	{pur}	6			Fixed	isomorphic spirit paradox construct	+2 Fighting while two or more non-Edge cards in play have the same title.	
Jade Valley	10kbullets	jade_valley_10kb	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	jade valley	Limited. While any Feng Shui Site you own is controlled by an opponent or in an opponent's burned-for-victory pile, and you are not closer to victory than all opponents, Jade Valley generates +1 Power and gains +4 Body.	
Jaded Cop	10kbullets	jaded_cop_10kb	Character	Ascended	Corrupt Pawn	3	{asc}	{asc}	3			Fixed	jaded cop corrupt pawn	Not affected by 0 or 1-cost Events.	
Johnny Tso	10kbullets	johnny_tso_10kb	Character	Dragons	Heroic Gunman	3	{dra}{dra}{dra}	{dra}	4			Fixed	johnny tso heroic gun man	Unique. Assassinate against {lot} Characters. You may play Weapons on Johnny Tso at no cost.	
Just Another Consumer	10kbullets	just_another_consumer_10kb	Character	Jammers	Scrappy Rebel	1		{jam}	1			Fixed	just another consumer scrappy rebel	When Just Another Consumer turns to attack a Site that shares a designator with another Site in play, he gains +1 Fighting until the end of the turn.	
Kallisti	10kbullets	kallisti_10kb	Character	Purists	Daughter of Entropy	5	{pur}{pur}	{pur}{mag}	8			Fixed	kallisti daughter entropy	Unique. Flip a coin when Kallisti smokes a Character by inflicting combat damage. Heads: remove 3 damage from her and you may inflict 3 damage on any Character.	
Kan Li	10kbullets	kan_li_10kb	Character	Eaters of the Lotus	Martial Artist	4	{lot}{lot}{lot}	{lot}	7			Fixed	kan li martial artist	Unique. When Kan Li enters combat, you may smoke any States on Characters he is in combat with.	
Kar Fai's Crib	10kbullets	kar_fais_crib_10kb	Site	Dragons	Site	2	{dra}	{dra}{chi}		1	7	Fixed	kar fai crib	Unique. You may play {dra} States at -1 cost. Turn :: Play a Character, ignoring one resource condition.	
Karate Cop	10kbullets	karate_cop_10kb	Character	Dragons	Martial Artist	3	{dra}	{dra}	4			Fixed	karate cop martial artist	Gains +2 damage and Toughness: 1 while any opponent is closer to victory than you.	
Kinoshita House	10kbullets	kinoshita_house_10kb	Site	Feng Shui Site	Feng Shui Site					1	4	Fixed	kinoshita house	Unique. Turn and target an attacking Character :: Target attacker unturns and ceases attacking.	
Kung Fu Student	10kbullets	kung_fu_student_10kb	Character	Guiding Hand	Fledgling Shaolin	1		{han}	1			Fixed	kung fu student fledgling shaolin	+1 Fighting while any non-Unique Feng Shui Site in your front row has a Body of 4 or less.	
Liquidators	10kbullets	liquidators_10kb	Character	Ascended	Pledged Enforcers	3		{asc}	3			Fixed	liquidator pledged enforcer	+1 damage while you control any <Lodge> Characters.	
Lord Hawksmoor	10kbullets	lord_hawksmoor_10kb	Character	Four Monarchs	Thunder Champion	5	{mon}{mon}	{mon}	8			Fixed	lord hawksmoor thunder champion	Unique. Guts. Gain 2 Power if he is smoked by an opponent.	
Lord Shi	10kbullets	lord_shi_10kb	Character	Four Monarchs	Netherworld Warrior	4	{mon}{mon}	{mon}	6			Fixed	lord shi netherworld warrior	Unique. When Lord Shi attacks, until the end of the attack, all attackers (including him) gain +1 Fighting and Tactics.	
Magog	10kbullets	magog_10kb	Character	Architects of the Flesh	Unstoppable Abomination	6	{arc}{arc}{arc}{tek}{tek}	{arc}	11			Fixed	magog unstoppable abomination	Unique. Guts. When an opponent's Site generates an effect while Magog is attacking, inflict 2 damage on that Site.	
Mark of Fire	10kbullets	mark_of_fire_10kb	Event	Four Monarchs	Event	1	{mon}					Fixed	mark fire	Target exactly four Characters and/or Sites :: Inflict 1 damage on each target.	
Mathemagician	10kbullets	mathemagician_10kb	Character	Purists	Arcane Student	1		{pur}{mag}	1			Fixed	mathemagician arcane student	Provides an additional {pur} while in play.	
Mole Network	10kbullets	mole_network_10kb	Event	Ascended	Event	0	{asc}					Fixed	mole network	Play during your Main Shot. Target an opponent who has completed at least one turn :: Steal 1 Power from that opponent.	
Napalm Addict	10kbullets	napalm_addict_10kb	Character	Jammers	Pyromaniac Anarchist	4	{jam}{jam}	{jam}	6			Fixed	napalm addict pyromaniac anarchist	Guts while attacking. When he smokes a Site by inflicting combat damage, gain Power equal to that Site's printed cost, or 2 Power if it has no printed cost.	
Nerve Gas	10kbullets	nerve_gas_10kb	Event	Architects of the Flesh	Event	1	{arc}					Fixed	nerve gas	Smoke target Character. Does not affect Characters with {mag} or {tek} resource conditions.	
Neutron Bomb	10kbullets	neutron_bomb_10kb	Event	Architects of the Flesh	Event	3	{arc}{arc}{tek}					Fixed	neutron bomb	Smoke all Characters.	
Night Market	10kbullets	night_market_10kb	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	night market	Limited. Turn during your turn in response to an opponent's Event :: Gain Power equal to that Event's cost.	
Nightclub	10kbullets	nightclub_10kb	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	nightclub	Turn to inflict 1 damage on target interceptor.	
Nine Dragon Temple	10kbullets	nine_dragon_temple_10kb	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	nine dragon temple	When an opponent reduces Nine Dragon Temple's Body to 0, gain 3 Power if that opponent is now closer to victory than you.	
Operation Killdeer	10kbullets	operation_killdeer_10kb	Event	Ascended	Event	0	{asc}					Fixed	operation killdeer	Until the end of the turn, target Character inflicts no damage.	
Pain Feedback	10kbullets	pain_feedback_10kb	State	Purists	State	0	{pur}					Fixed	pain feedback	One point of subject Character's combat damage is redirected back onto itself.	
Paradox Garden	10kbullets	paradox_garden_10kb	Site	Purists	Site	2		{pur}		1	5	Fixed	paradox garden	Turn to look at the top card of your deck. You may put it on the bottom.	
Payback Time	10kbullets	payback_time_10kb	Edge	Jammers	Edge	0	{jam}					Fixed	payback time	Limited. When an opponent reduces the Body of a Site you control to 0, you gain 1 Power and may inflict 1 damage each on up to 3 Sites controlled by that opponent.	
Phillippe Benoit	10kbullets	phillipe_benoit_10kb	Character	Ascended	Pledged Assassin	4	{asc}{asc}	{asc}	5			Fixed	phillippe benoit pledged assassin	Unique. Stealth.	
Pocket Demon	10kbullets	pocket_demon_10kb	Event	Magic	Event	0	{mag}					Fixed	pocket demon	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Power-generating Sites controlled by the target plus the number of cards in their burned-for-victory pile, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.	
Poison Thorns	10kbullets	poison_thorns_10kb	Character	Eaters of the Lotus	Dangerous Hoods	3	{lot}	{lot}	4			Fixed	poison thorn dangerous hood	Toughness: 2 against <Cop> and <Police> cards. When they inflict combat damage on a Site controlled by a player who is closer to victory than you, gain 1 Power.	
Professional Killer	10kbullets	professional_killer_10kb	Character	Jammers	Mercenary Hood	3	{jam}	{jam}	4			Fixed	professional killer mercenary hood	Stealth while attacking alone.	
Pump-Action Shotgun	10kbullets	pumpaction_shotgun_10kb	State	Unaligned	Gun State	1						Fixed	pump action shot gun	Weapon. When a Unique Character you control is smoked by an opponent, unturn this card. Turn this card :: subject Character inflicts +3 damage until the end of the turn.	
Purist Aspirant	10kbullets	purist_aspirant_10kb	Character	Purists	Expendable Lackey	1		{pur}	1			Fixed	purist aspirant expendable lackey	Sacrifice :: Reduce to 0 all non-combat damage from a single source to Characters you control.	
Quantum Sorcery	10kbullets	quantum_sorcery_10kb	Edge	Purists	Edge	1	{pur}{pur}{mag}{mag}					Fixed	quantum sorcery	Turn this card and a {mag} Character you control :: Gain one Power or draw a card.	
Rachel McShane	10kbullets	rachel_mcshane_10kb	Character	Ascended	Lodge Enforcer	5	{asc}{asc}{asc}	{asc}	8			Fixed	rachel mc shane lodge enforcer	Unique. Rachel McShane is not affected by opponents' effects that are generated by turning a card.	
Realpolitik	10kbullets	realpolitik_10kb	Event	Ascended	Event	1	{asc}					Fixed	realpolitik	Smoke target Edge or State.	
