Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Sanctuary Protector	revelations	sanctuary_protector_re3_400	Character	Jammers	Eco-Militant Guard	3	{jam}	{jam}	4			Fixed	sanctuary protector eco militant guard	Unstoppable. +1 Fighting while at the location of a Site you own. Play at -1 cost if you control a Unique Character.	
Sapphire Guards	revelations	sapphire_guards_re3_400	Character	Guiding Hand	Students of the Blue Principle	2	{han}	{han}{chi}	2			Fixed	sapphire guard guards student students blue principle	Choose a designator when this card enters play. While this card is in play, all Sapphire Guard Characters gain Superleap against Characters with that designator.	
Sensei Marrero	revelations	sensei_marrero_re3_400	Character	Dragons	Dojo Teacher	4	{dra}{dra}{dra}	{dra}	6			Fixed	sensei marrero dojo teacher	Unique. Independent. Once per turn, when this card is targeted by an effect, you may unturn a card you control.	
Sepulcher of Fiends	revelations	sepulcher_of_fiends_re3_400	Edge	Eaters of the Lotus	Grave Edge	1	{lot}{lot}					Fixed	sepulcher fiend fiends grave	Limited. Once per turn, when a non-token Character you control is smoked, place a counter on this card. Sacrifice :: Put 1 "Undead" Character token into play for each counter. They have a printed Fighting of 1 and a printed cost of {lot} 1.	<s><l>Play Undead Token</l><f>/spawn Undead</f></s>
Silverback	revelations	silverback_re3_400	Character	Jammers	New World Order Gorilla	6	{jam}{jam}{jam}{jam}	{jam}	10			Fixed	silverback new world order gorilla	Unique. Characters you control gain Immunity to opponent's Sites. Whenever this card reduces a Site's body to 0, you may smoke another Site in play.	
Simian Sanctuary	revelations	simian_sanctuary_re3_400	Site	Jammers	Site	2	{jam}	{jam}		1	6	Fixed	simian sanctuary	At the end of your turn put a "Monkey" Character token into play. It has a printed Fighting of 1 and a printed cost of {jam} 1.	<s><l>Play Monkey Token</l><f>/spawn Monkey</f></s>
Solar Farm	revelations	solar_farm_re3_400	Site	Feng Shui Site	Feng Shui Site					2	5	Fixed	solar farm	Limited. Turned Characters at this location may not intercept.	
Special Agent Durwyn Black	revelations	special_agent_durwyn_black_re3_400	Character	Dragons	Paranormal Investigator	4	{dra}{dra}{dra}	{dra}	6			Fixed	special agent durwyn black paranormal investigator	Unique. Toughness: 2. Gains Guts while in combat with Demon, Ghost or Spirit cards.	
Spirit Guide	revelations	spirit_guide_re3_400	Character	Four Monarchs	Netherworld Warrior	3	{mon}	{mon}	4			Fixed	spirit guide netherworld warrior	When this card is smoked, put 3 "Spirit" Character tokens into play. They have a printed Fighting of 1 and a printed cost of {mon} 1.	<s><l>Play Spirit Token</l><f>/spawn Spirit</f></s>
Tai Chi Student	revelations	tai_chi_student_re3_400	Character	Dragons	Wu Shu Prodigy	1		{dra}	1			Fixed	tai chi student wu shu prodigy	+1 combat damage while you control a Character that requires {dra} .	
The Algernon Effect	revelations	the_algernon_effect_re3_400	Event	High Tech	Event	1	{tek}{tek}					Fixed	the algernon effect	Target a Character :: Until the end of the turn, target gains Guts and is not smoked if its Fighting is 0.	
The Glorious Center	revelations	the_glorious_center_re3_400	Site	Eaters of the Lotus	Underworld Site	2	{lot}{lot}	{lot}		1	6	Fixed	the gloriou glorious center underworld	Unique. Turn, pay 1 Power, and choose a card in your smoked pile :: Reload that card.	
The Lodge	revelations	the_lodge_re3_400	Site	Ascended	Secret Headquarters Site	2	{asc}{asc}{asc}	{asc}		1	6	Fixed	the lodge secret headquarter headquarters	Unique. Once per turn, you may pay 1 Power and choose an {asc}  Character you control :: Unturn that Character.	
Urban Renewal	revelations	urban_renewal_re3_400	Edge	Jammers	Edge	1	{jam}{jam}					Fixed	urban renewal	Limited. Gain 1 Power when you smoke an opponent's Site. Turn :: Draw a card and then discard a card.	
Valley of Ashes	revelations	valley_of_ashes_re3_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	7	Fixed	valley ash ashe ashes netherworld	Turn :: Cancel an effect that would play or return to play one or more cards from a player's smoked pile.	
Wei Qing	revelations	wei_qing_re3_400	Character	Four Monarchs	Thunder Battlemaster	2	{mon}{mon}	{mon}{mag}	2			Fixed	wei qing thunder battlemaster	Unique. Turn and target a Character you control :: Target either may turn to join the current attack or target gains Mobility and may now intercept, even if you have already declared interceptors this attack.	
