Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Explosive Delivery Service	endgame	explosive_delivery_service_eg	Character	Jammers	Nihilistic Freerunner	4	{jam}{jam}{jam}	{jam}	6			Fixed	explosive delivery service nihilistic freerunner	Unstoppable. Play during any Main Shot. While intercepting, this card inflicts combat damage at the same time an attacker with Ambush would.	
Final Showdown	endgame	final_showdown_eg	Event	Dragons	Event	0	{dra}{dra}					Fixed	final showdown	Toast It. Starting with the current player and proceeding clockwise, each player randomly chooses a Unique Character in his or her smoked pile and returns it to play.	
Fluttering Doves	endgame	fluttering_doves_eg	Edge	Dragons	Ominous Edge	0	{dra}					Fixed	fluttering dove ominous	Limited. When a Unique Character you control is about to enter combat with an opponent's card, turn :: Draw a card. If the opponent's card is Limited or Unique, draw 2 cards and gain 1 Power instead.	
Granite Mountain	endgame	granite_mountain_eg	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	granite mountain	Turn and maintain and target a location :: Characters at target cannot be prevented from intercepting.	
Great Teacher Chow	endgame	great_teacher_chow_eg	Character	Dragons	Inspirational Hero	5	{dra}{dra}	{dra}	6			Fixed	great teacher chow inspirational hero	Unique. Guts. Toughness: 1. +1 Fighting for each Student you control. When this card turns to attack, put a "Student" Character token into play. It has a printed Fighting of 1 and a printed cost of {dra}1.	
Grim Bonobo	endgame	grim_bonobo_eg	Character	Jammers	Ominous Ape	2	{jam}	{jam}	2			Fixed	grim bonobo ominous ape	When non-combat damage is inflicted on a card, increase that damage by 1.	
Hidden Dragon	endgame	hidden_dragon_eg	Character	Guiding Hand	Kung Fu Hero	2	{han}	{han}	2			Fixed	hidden dragon kung fu hero	Once per turn, you may pay 1 Power :: This card gains +2 Fighting until it leaves play.	
Hitlist	endgame	hitlist_eg	Character	Dragons	Hero for Hire	3	{dra}{dra}	{dra}	5			Fixed	hitlist hero hire	Unique. Independent. Once per turn, when an opponent declares an attack on another opponent, he or she may give you 1 Power :: Turn this card (if unturned), and it joins the attack.	
Hummingbird Kick	endgame	hummingbird_kick_eg	State	Chi	State	2	{chi}{chi}{chi}					Fixed	hummingbird kick	Schtick. Play on a Character. Subject gains +2 combat damage and Superleap. Turn :: Inflict 2 non-combat damage on all unturned Characters at subject's location.	
Insurance Policy	endgame	insurance_policy_eg	State	Ascended	State	0	{asc}{asc}					Fixed	insurance policy	Not Cumulative. Play on a Site you control. When subject is burned or seized by an opponent, gain 3 Power and smoke this card.	
Keeper Taylor	endgame	keeper_taylor_eg	Character	Jammers	Fanatic Leader	5	{jam}{jam}{jam}	{jam}	8			Fixed	keeper taylor fanatic leader	Unique. Guts. Mobility. Tactics. Characters at this location inflict +2 combat damage.	
Khofesh	endgame	khofesh_eg	Character	Dragons	Avenging Golem	4	{dra}{dra}	{dra}	5			Fixed	khofesh avenging golem	Unique. Independent. Loyalty. When a {mag} Character enters play, this card gains +1 Fighting until it leaves play. When an opponent plays an Event, you may give this card -1 Fighting :: This card gains Immunity to that Event.	
Legal Eagle	endgame	legal_eagle_eg	Character	Ascended	Transformed Counselor	2		{asc}{chi}	2			Fixed	legal eagle transformed counselor	When this card enters play, reveal cards from the top of your deck until you reveal a State. You may put that State into your hand; reshuffle your deck afterward.	
Lighting the Fuse	endgame	lighting_the_fuse_eg	Event	Jammers	Explosive Event	0	{jam}{jam}					Fixed	lighting fuse explosive	Limited. Play when you inflict non-combat damage on a Feng Shui Site :: Gain 2 Power.	
Liu Yuan	endgame	liu_yuan_eg	Character	Guiding Hand	Master of the Monastery	5	{han}{han}{han}	{han}{chi}	5			Fixed	liu yuan master monastery	Unique. When you play this card from your hand, put 3 "Monk" Character tokens with printed Fighting of 1 and a printed cost of {han}1 into play, and you may play a Feng Shui Site face up at no cost and ignoring resource conditions, even if you have already played one this turn (but not if you are one Site from victory).	
Mastery of the Red Principle	endgame	mastery_of_the_red_principle_eg	State	Guiding Hand	State	3	{han}{han}{han}					Fixed	mastery red principle	Unique. Crisis: {han}2. If you use Crisis, you may play this card during any Main Shot. Play on a Character. Subject gains +4 Fighting and Superleap.	
Poisoned Wound	endgame	poisoned_wound_eg	Event	Eaters of the Lotus	Event	1	{lot}{lot}{lot}					Fixed	poisoned wound	Target a damaged Character :: Toast Target.	
Punk Geomancers	endgame	punk_geomancers_eg	Character	Eaters of the Lotus	Divinatory Hoods	1		{lot}{mag}	1			Fixed	punk geomancers divinatory hood	Cannot turn to change location. When this card smokes a Power-generating Site by inflicting combat damage, you may burn that Site for victory.	
Red Ally	endgame	red_ally_eg	Character	Guiding Hand	Martial Artist	3	{han}	{han}	4			Fixed	red ally martial artist	When you declare an attack with this card, target another attacking Character :: Target gains Toughness: 1 and Superleap until the end of the turn.	
Shi Kan Lun	endgame	shi_kan_lun_eg	Character	Eaters of the Lotus	Mastermind Hood Geomancer	4	{lot}{lot}{lot}	{lot}{mag}{mag}	6			Fixed	shi kan lun mastermind hood geomancer	Unique. Opponent's Feng Shui Sites cannot be revealed, except by damage. Once per turn, you may sacrifice a Character at this location and target a Site at this location :: Inflict X non-combat damage on target. X = the Fighting of the sacrificed Character.	
Shinigami Horigome	endgame	shinigami_horigome_eg	Character	Four Monarchs	Ice Champion	5	{mon}{mon}{mon}	{mon}	6			Fixed	shinigami horigome ice champion	Unique. Ambush. Unstoppable. +3 combat damage against cards controlled by a player with two or more different faction resources in his or her resource pool.	
Shi's Dark Influence	endgame	shis_dark_influence_eg	Event	Eaters of the Lotus	Sorcerous Event	3	{lot}{lot}{lot}{mag}					Fixed	shi dark influence sorcerous	Target a Character :: Take control of target and it gains +3 combat damage. At the end of the turn, smoke target.	
Shi's Hillside Estate	endgame	shis_hillside_estate_eg	Site	Eaters of the Lotus	Feng Shui Site	3	{lot}{lot}{lot}	{lot}{mag}		1	5	Fixed	shi hillside estate	Unique. Cannot be healed except when seized. If this Site is in your front row, turn and inflict 2 Unstoppable non-combat damage on it, and target a Character :: Take control of target until the end of the turn.	
The Rook	endgame	the_rook_eg	Character	Ascended	Lodge Assassin	5	{asc}{asc}	{asc}{chi}	3			Fixed	rook lodge assassin	Unique. Assassinate. Tactics. +X Fighting. X = the number of unturned cards you control.	
Thief in the Night	endgame	thief_in_the_night_eg	Character	Ascended	Sworn Hood	3	{asc}	{asc}	3			Fixed	thief night sworn hood	Stealth. When this card is played from your hand, target an opponent :: Steal 1 Power from target.	
Thorns of the Dark Stone	endgame	thorns_of_the_dark_stone_eg	Character	Eaters of the Lotus	Darkness Hoods	3	{lot}	{lot}	4			Fixed	thorn dark stone darkness hood	Assassinate. Unstoppable.	
Unbroken Protectorship	endgame	unbroken_protectorship_eg	Edge	Guiding Hand	Red Principle Edge	2	{han}{han}{chi}					Fixed	unbroken protectorship red principle	At the start of your turn, if you do not control a "Martial Artist" Character token, put a "Martial Artist" Character token into play. It has a printed Fighting of 2, Superleap, and a printed cost of {han}2.	
Underworld Offering	endgame	underworld_offering_eg	Event	Magic	Darkness Event	0	{mag}{mag}					Fixed	underworld offering darkness	Sacrifice a Character :: Play a Character at -X cost. X = 1 less than the cost of the sacrificed Character.	
Unlikely Bedfellows	endgame	unlikely_bedfellows_eg	Event	Jammers, Dragons	Event	2	{jam}{jam}					Fixed	unlikely bedfellow	You may substitute {dra} for each resource condition of this card. Put a "Hero" Character token into play. It has a printed Fighting of 2, Independent and a printed cost of {dra}2. Put a "Fanatic" Character token into play. It has a printed Fighting of 2, Unstoppable and a printed cost of {jam}2.	
"What Have I Become?!"	endgame	what_have_I_become_eg	State	Dragons	State	0	{dra}{dra}					Fixed	what have i become	Play during any Main Shot on a Character when it reduces the body of a Site you control to 0. Subject gains the designator <Redeemed>. At the start of each turn, the player furthest from victory takes control of subject. If two players are equally far from victory, subject's controller chooses who takes control.	
White Crocus Society	endgame	white_crocus_society_eg	Character	Guiding Hand	Community Guardians	2		{han}{chi}	2			Fixed	white crocus society community guardian	If this card is in your hand and you have {han} in your resource pool, you may discard this card and target a Character :: Heal target.	
Winds of Change	endgame	winds_of_change_eg	Event	Guiding Hand	Event	0	{han}{han}					Fixed	wind change	Play when an opponent plays an Event :: Gain 1 Power. If it was a {tek} Event, also draw 2 cards.	
Winter's Laugh	endgame	winters_laugh_eg	Event	Four Monarchs	Ice Event	1	{mon}{mon}{mag}					Fixed	winter laugh ice	Play during any Main Shot in response to an Event. Cancel that Event, and put the card face up in front of you. You may play it, ignoring resource conditions, as if it were in your hand. Toast it at the end of your turn if it is unplayed.	
"You Will Not Fail Me Again!"	endgame	you_will_not_fail_me_again_eg	Event	Eaters of the Lotus	Event	0	{lot}{lot}					Fixed	you will not fail me again	Limited. Play after an attack you declared fails. Sacrifice all turned Characters you control :: Gain X power and draw X cards. X = the total cost of the sacrificed Characters.
