Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Fire Cadets	backforseconds	fire_cadets_bfs_400	Character	Four Monarchs	Netherworld Conscripts	1		{mon}	1			Fixed	fire cadet netherworld conscript	Sacrifice this card and target a Character or Site at this location. Inflict 2 Unstoppable non-combat damage on target.	
Fire Dancer	backforseconds	fire_dancer_bfs_400	Character	Four Monarchs	Netherworld Acrobat	1		{mon}{mag}	1			Fixed	fire dancer netherworld acrobat		
Fire Horse	backforseconds	fire_horse_bfs_400	Character	Four Monarchs	Netherworld Steed	4	{mon}{mon}{mag}	{mon}	6			Fixed	fire horse netherworld steed	Mobility. -1 cost if played at the location of a <Netherworld> Site. You may play this card from your hand as a State with the following rules text: "Vehicle. Play on a Character. Subject gains +6 Fighting and Mobility."	
Fire Mystic	backforseconds	fire_mystic_bfs_400	Character	Four Monarchs	Netherworld Sorcerer	3	{mon}{mon}	{mon}{mag}	4			Fixed	fire mystic netherworld sorcerer	When an opponent plays an Event, you may inflict 1 non-combat damage on a card that player controls.	
Fire Serpent	backforseconds	fire_serpent_bfs_400	Character	Four Monarchs	Netherworld Spirit	3	{mon}{mag}	{mon}	X			Fixed	fire serpent netherworld spirit	When Fire Serpent enters play, immediately target up to 4 other cards :: Fire Serpent inflicts 1 non-combat damage to each target. X = the number of cards targeted.	
Fire Sled	backforseconds	fire_sled_bfs_400	State	Four Monarchs	Netherworld State	0	{mon}					Fixed	fire sled netherworld	Vehicle. Play on a Character. Subject is not a legal target for effects generated by Sites or Edges. The rules text of any non-<Netherworld> Site targeted by subject in an attack is canceled until the end of the turn.	
Fire Sword	backforseconds	fire_sword_bfs_400	State	Four Monarchs	State	2	{mon}{mag}					Fixed	fire sword	Weapon. Play on a Character. Subject gains +2 Fighting and +2 combat damage.	
Fire Warriors	backforseconds	fire_warriors_bfs_400	Character	Four Monarchs	Sorcerer Soldiers	2		{mon}{mag}	2			Fixed	fire warrior sorcerer soldier	+1 Fighting for each card you own that is controlled by an opponent or in a burned-for-victory pile.	
Fireworks Factory	backforseconds	fireworks_factory_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	firework factory	When an opponent reduces Fireworks Factory's Body to 0, you may smoke a Character that opponent controls if he or she is now closer to victory than you.	
Flying Monkey Squad	backforseconds	flying_monkey_squad_bfs_400	Character	Jammers	Guerrilla Gorillas	3	{jam}{jam}{tek}	{jam}{tek}	4			Fixed	flying monkey squad guerrilla gorilla	Independent. Superleap.	
Hartwell Iron Works	backforseconds	hartwell_iron_works_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	6	Fixed	hartwell iron work	Unique. When any Character enters combat with this card, inflict 1 non-combat damage on that Character. (Before combat damage is dealt.)	
Johnny Red	backforseconds	johnny_red_bfs_400	Character	Four Monarchs	High Sorcerer of Fire	3	{mon}{mon}{mag}	{mon}{mag}	5			Fixed	johnny red high sorcerer fire	Unique. Independent. Once per turn, you may toast a <Fire> card in your smoked pile :: Play a <Fire> card of the same type from your smoked pile at the printed cost. If that card is an Event, it gains Toast It.	
Khalid Al-Haddad	backforseconds	khalid_al-haddad_bfs_400	Character	Four Monarchs	Fire Assassin	4	{mon}{mon}	{mon}	6			Fixed	khalid al haddad fire assassin	Unique. Assassinate. When Khalid al-Haddad smokes the target of his attack, gain 1 Power or draw 2 cards.	
Kowloon Gate	backforseconds	kowloon_gate_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	kowloon gate	Unique. Turn :: Play a Character with a printed cost of 4 or greater at -1 cost.	
LaGrange Four	backforseconds	lagrange_four_bfs_400	Site	Feng Shui Site	Orbital Feng Shui Site					1	4	Rare	la grange four orbital	Unique. Turn and target a non-attacking Character :: Unturn target.	
Larcenous Mist	backforseconds	larcenous_mist_bfs_400	Event	Magic	Event	0	{mag}{mag}					Fixed	larcenous mist	Target a Character. Until the end of the turn, cancel target and all States on target. (Including States played later this turn.)	
Mad Scientist	backforseconds	mad_scientist_bfs_400	Character	Jammers	Unorthodox Techie	1		{jam}{tek}	1			Fixed	mad scientist unorthodox techie		
Manufactured Island	backforseconds	manufactured_island_bfs_400	Site	Feng Shui Site	Artificial Feng Shui Site		{tek}	{tek}		1	10	Fixed	manufactured island artificial	Once per turn, you may play a "Manufactured Island" whenever you could play a Site, even if you have already played a Site this turn. You may play this card from your smoked pile at -1 cost if all opponents are closer to victory than you. (This card is played face up.)	
Mark of Fire	backforseconds	mark_of_fire_bfs_400	Event	Four Monarchs	Event	1	{mon}					Fixed	mark fire	Target exactly four Characters and/or Sites :: Inflict 1 non-combat damage on each target.	
Marmojet	backforseconds	marmojet_bfs_400	Character	Jammers	Flying Monkey	2		{jam}{tek}	2			Fixed	marmojet flying monkey	Mobility. Once per turn,choose another Character at this location :: That Character gains Mobility until the end of the turn.	
Martyr's Tomb	backforseconds	martyr's_tomb_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	martyr tomb	Limited. Turn :: Reload a Character.	
Maze of Stairs	backforseconds	maze_of_stairs_bfs_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	5	Fixed	maze stair netherworld	If only one Character enters combat with Maze of Stairs, reduce that Character's combat damage to 0.	
Mobius Gardens	backforseconds	mobius_gardens_bfs_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	7	Fixed	mobius garden netherworld	When one or more opponents generate or gain Power from an Event played by an opponent, you gain 1 Power.	
Monkey House	backforseconds	monkey_house_bfs_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	7	Fixed	monkey house netherworld	Limited. If any opponent controls more Power-generating Sites than you, you may turn Monkey House and discard a Feng Shui Site that is neither Unique nor Limited :: Gain 1 Power.	
Mouth of the Fire Righteous	backforseconds	mouth_of_the_fire_righteous_bfs_400	Character	Four Monarchs	Netherworld Spirit	5	{mon}{mon}{mon}	{mon}{mag}	7			Fixed	mouth fire righteous netherworld spirit	Unique. When one or more <Fire> Characters at this location turn to attack, they gain +1 Fighting until the end of the turn. Once per turn, you may pay 1 Power and choose a Character at this location :: Inflict 3 non-combat damage on that Character.	
Nightclub	backforseconds	nightclub_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	nightclub	Turn and target an interceptor :: Inflict 1 non-combat damage on target.	
Out of the Barrel	backforseconds	out_of_the_barrel_bfs_400	Event	Jammers	Event	0	{jam}					Fixed	out barrel	Play during an opponent's attack :: Play a Character at -1 cost.	
Payback Time	backforseconds	payback_time_bfs_400	Edge	Jammers	Edge	0	{jam}					Fixed	payback time	Limited. When an opponent reduces the Body of a Site you control to 0, gain 1 Power and you may inflict 1 non-combat damage each on up to 3 Sites controlled by that opponent.	
Phlogiston Mine	backforseconds	phlogiston_mine_bfs_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	6	Fixed	phlogiston mine netherworld	Unique. Immediately choose a resource when this card is revealed or seized. Once each time that an opponent plays an Event that requires that resource, you may inflict 1 Unstoppable damage on this card :: Gain 1 Power.	
Plots and Intrigues	backforseconds	plots_and_intrigues_bfs_400	Event	Four Monarchs	Event	0	{mon}{mon}					Fixed	plot intrigue	Reveal X of your face-down Feng Shui Sites :: Gain X Power.	
Po Toi Islands	backforseconds	po_toi_islands_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	8	Fixed	po toi island	Turn :: Place one card from your hand on the bottom of your deck. Turn when an opponent's effect would cause you to discard or toast cards from your hand, deck or smoked pile :: Cancel the effect and you may draw an equal number of cards instead.	
Pocket Demon	backforseconds	pocket_demon_bfs_400	Event	Magic	Event	0	{mag}					Fixed	pocket demon	Play at the start of your turn and target an opponent :: Generate X Power. X = the number of Power-generating Sites controlled by the target plus the number of cards in their burned-for-victory pile, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.	
Potlatch	backforseconds	potlatch_bfs_400	Event	Jammers	Event	0	{jam}{jam}{jam}					Fixed	potlatch	One-Shot. Put a Feng Shui Site you control in another player's burned-for-victory pile :: Gain 3 Power.	
Punks	backforseconds	punks_bfs_400	Character	Jammers	Anarchist Rebels	1		{jam}	1			Fixed	punk anarchist rebel	+2 combat damage against Unique cards.	
Scrounging	backforseconds	scrounging_bfs_400	Event	High Tech	Event	0	{tek}					Fixed	scrounging	Play at the start of your turn, target an opponent and choose State, Edge, Character, Feng Shui Site or non-Feng Shui Site :: Generate X Power. X = the number of cards of the chosen type that the target controls, minus the number of cards in your burned-for-victory pile. No other card you control or play generates Power during this Establishing Shot.	
Shattering Fire	backforseconds	shattering_fire_bfs_400	Event	Magic	Event	1	{mag}					Fixed	shattering fire	Target a Character. Inflict X non-combat damage on target. X= the number of {mag} resources in your pool.	
Simian Sneaker	backforseconds	simian_sneaker_bfs_400	Character	Jammers	Primate Saboteur	1	{jam}	{jam}	1			Fixed	simian sneaker primate saboteur	+1 combat damage to Sites. Return this card to play when a Site you own is seized.	
Software Pirate	backforseconds	software_pirate_bfs_400	Character	Jammers	Rebel Hacker	2		{jam}{tek}	2			Fixed	software pirate rebel hacker	Once per turn, when a {tek} card is played, you may draw a card.	
Sonic Reducer	backforseconds	sonic_reducer_bfs_400	State	Jammers	State	1	{jam}{tek}					Fixed	sonic reducer	Unique. Weapon. Play on a Character. Turn and target a Character at subject's location :: Turn target and inflict X non-combat damage on it. X= one-half target's Fighting (round up).	
Steam-Powered Tricycle	backforseconds	steam-powered_tricycle_bfs_400	State	Jammers	Weird Science State	1	{jam}{jam}{tek}					Fixed	steam powered tricycle weird science	Vehicle. Play on a Character. Subject gains +3 combat damage. Characters with exactly two designators in their title cannot intercept subject.	
Steel Woolley	backforseconds	steel_woolley_bfs_400	Character	Jammers	Enhanced Brawler	5	{jam}{jam}{jam}{tek}	{jam}{tek}	8			Fixed	steel woolley enhanced brawler	Unique. Toughness 1. Guts. When an intercepting Character inflicts combat damage on this card, you may inflict an equal amount of non-combat damage on a Character at this location.	
Stolen Plans	backforseconds	stolen_plans_bfs_400	Event	Jammers	Event	0	{jam}{jam}					Fixed	stolen plan	Limited. If an opponent is closer to victory than you, play when any opponent gains, generates or steals Power due to an Event he or she played :: Gain an equal amount of Power.	
Stone Spirals	backforseconds	stone_spirals_bfs_400	Site	Feng Shui Site	Netherworld Feng Shui Site					1	8	Fixed	stone spiral netherworld	When an opponent plays a card at a reduced cost due to a card he or she controls, gain 1 Power.	
Street Riot	backforseconds	street_riot_bfs_400	Event	Jammers	Event	0	{jam}					Fixed	street riot	Play during an attack you declared on a Site :: Inflict X non-combat damage, divided any way you choose, on non-attacking Characters at the location of the attack. X = the number of attackers.	
Summer Fire Palace	backforseconds	summer_fire_palace_bfs_400	Site	Four Monarchs	Netherworld Site	2	{mon}{mon}	{mon}{mag}		1	7	Fixed	summer fire palace netherworld	Unique. When an attack you declared ends, you may inflict 2 non-combat damage on any card.	
The Ape is Loose!	backforseconds	the_ape_is_loose_bfs_400	Event	Jammers	Event	1	{jam}{jam}					Fixed	ape is loose	Target an attacking Character :: Until the end of the attack, target gains +2 combat damage and is not affected by Events that would damage it or remove it from play.	
Thousand Sword Mountain	backforseconds	thousand_sword_mountain_bfs_400	Site	Feng Shui Site	Feng Shui Site					1	7	Fixed	thousand sword mountain	Unique. Once during your turn, you may spend one damage on this card as if it were Power to play a Character or State.	
Turbo Boost	backforseconds	turbo_boost_bfs_400	Event	Jammers	Event	0	{jam}{tek}					Fixed	turbo boost	Limited. Target a Character :: Target gains +2 combat damage and Mobility until the end of the turn.	
