Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Jenny Zheng	shaolinshowdown	jenny_zheng_ss	Character	Dragons	Promising Student	2	{dra}{dra}{dra}	{dra}{chi}	2			Uncommon	jenny zheng promising student	Unique. Superleap.	
Jiang Xushen	shaolinshowdown	jiang_xushen_ss	Character	Four Monarchs	Fire Infiltrator	4	{mon}{mon}	{mon}{chi}	6			Rare	jiang xushen fire infiltrator	Unique. You may inflict 1 damage on any card in play when any player plays a {chi} State or {chi} Event.	
Juan "El Tigre" Velasquez	shaolinshowdown	juan_el_tigre_velasquez_ss	Character	Ascended	Lodge Killer	5	{asc}{asc}{asc}	{asc}	6			Rare	juan el tigre velasquez lodge killer	Unique. Stealth. Superleap.	
Katie Kincaid	shaolinshowdown	katie_kincaid_ss	Character	Dragons	Gunfighter	4	{dra}{dra}	{dra}	6			Rare	katie kincaid gun fighter	Unique. If Katie Kincaid is the subject of a <Gun> State, flip a coin when she enters combat. Heads: she gains Ambush until the end of combat.	
Kiii-YAAAH!	shaolinshowdown	kiii-yaaah_ss	Event	Dragons	Event	0	{dra}{dra}					Common	kiii yaaah	Play during your Main Shot. Steal up to 3 Power from target opponent who controls three or more Power-generating Sites.	
King on the Water	shaolinshowdown	king_on_the_water_ss	State	Chi	State	0	{chi}{chi}					Common	king water	Sacrifice King on the Water and target a Character :: Target Character may not intercept subject Character until the end of the turn.	
Kinoshita	shaolinshowdown	kinoshita_ss	Character	Ascended	Lodge Chairperson	5	{asc}{asc}{asc}{asc}	{asc}{asc}	7			Rare	kinoshita lodge chairperson	Unique. Stealth. Assassinate. Pay 1 Power during your Main Shot to turn target Character.	
Koko Chanel	shaolinshowdown	koko_chanel_ss	Character	Jammers	Master of Monkey Style	4	{jam}{jam}{jam}	{jam}	5			Rare	koko chanel master monkey style	Unique. Not a legal subject for States. Can attack during an opponent's turn. Unturns at the start of the turn of any player who is closer to victory.	
Lai Kuang	shaolinshowdown	lai_kuang_ss	Character	Eaters of the Lotus	Eunuch Sorcerer	5	{lot}{lot}	{lot}{mag}	8			Rare	lai kuang eunuch sorcerer	Unique. When an opponent smokes Lai Kuang, you may play a <Demon> Character at -3 cost.	
Larcenous Fog	shaolinshowdown	larcenous_fog_ss	State	Eaters of the Lotus	State	2	{lot}{mag}					Common	larcenous fog	Play on a Site. Treat subject's rules text as if it were blank.	
Larcenous Mist	shaolinshowdown	larcenous_mist_ss	Event	Magic	Event	0	{mag}{mag}					Common	larcenous mist	Target a Character. Until the end of the turn, cancel target and all States on target. (Including States played later this turn.)	
Legacy of the Master	shaolinshowdown	legacy_of_the_master_ss	State	Chi	State	0	{chi}					Uncommon	legacy master	Play on a Character you control. When subject leaves play, you may place all States on subject that you control, other than"Legacy of the Master", onto a Character you control.	
Li Sen-Hao	shaolinshowdown	li_senhao_ss	Character	Guiding Hand	Master of the Mantis Style	5	{han}{han}{han}	{han}{chi}	8			Rare	li sen hao master mantis style	Unique. Discard a {chi} card from your hand :: Remove 1 damage from Li Sen-Hao, or Li Sen-Hao inflicts +1 damage to Characters until the end of the turn.	
Li Yu	shaolinshowdown	li_yu_ss	Character	Eaters of the Lotus	Fire Demon	4	{lot}{lot}{mag}	{lot}	6			Uncommon	li yu fire demon	Not affected by opponents' 0-cost Events, States, and Edges.	
Lodge Politics	shaolinshowdown	lodge_politics_ss	Event	Ascended	Event	1	{asc}					Uncommon	lodge politic	Take control of target {asc} card that is not a <Lodge> Character.	
Malachi	shaolinshowdown	malachi_ss	Character	Eaters of the Lotus	Purist Agent	1	{lot}{lot}	{lot}{mag}	1			Rare	malachi purist agent	Unique. Turn to inflict 1 damage on any Character in play, or 3 damage if"Hermes"is in play.	
Manchu Bureaucrat	shaolinshowdown	manchu_bureaucrat_ss	Character	Ascended	Corrupt Official	1	{asc}	{asc}	1			Uncommon	manchu bureaucrat corrupt official	All effects that target Edges you control are canceled. Turn and sacrifice to return an Edge from your smoked pile to your hand.	
Manchu Garrison	shaolinshowdown	manchu_garrison_ss	Site	Ascended	Site	2		{asc}		1	5	Common	manchu garrison	Turn to give a <Manchu> or <Soldier> Character +1 Fighting until the end of the turn.	
Manchu Officer	shaolinshowdown	manchu_officer_ss	Character	Ascended	Military Commandant	3	{asc}	{asc}	4			Common	manchu officer military commandant	Once each turn, unturn Manchu Officer when any player plays a <Soldier>, <Manchu>, or <Commandant> card.	
Manchu Soldiers	shaolinshowdown	manchu_soldiers_ss	Character	Ascended	Imperial Pawns	1		{asc}	1			Common	manchu soldier imperial pawn	No Max. +1 Fighting if you control a <General> Character.	
Market Square	shaolinshowdown	market_square_ss	Site	Feng Shui Site	Feng Shui Site					1	4	Common	market square	Gain 1 Power when an attack is declared against this card.	
Master Blacksmith	shaolinshowdown	master_blacksmith_ss	Character	Guiding Hand	Industrious Peasant	2	{han}{han}	{han}	2			Uncommon	master blacksmith industrious peasant	You may ignore resource conditions when playing <Sword> States. Turn to return a <Sword> State from your smoked pile to your hand.	
Master Killer	shaolinshowdown	master_killer_ss	State	Guiding Hand	State	2	{han}{han}{han}					Uncommon	master killer	Unique. Subject Character gains +1 Fighting and cannot be intercepted by non-Unique Characters. When subject is smoked by one or more Characters, return Master Killer to play on one of those Characters.	
Master Swordsman	shaolinshowdown	master_swordsman_ss	Character	Guiding Hand	Righteous Warrior	3	{han}{han}	{han}{chi}	4			Common	master sword man righteous warrior	+1 Fighting while the subject of a <Sword> State. While the subject of a Weapon, his damage cannot be reduced.	
Might of the Elephant	shaolinshowdown	might_of_the_elephant_ss	Character	Ascended	Lodge Enforcer	4		{asc}	X			Uncommon	might elephant lodge enforcer	X= the number of {asc} resources in your pool.	
Miu Tsui Fa	shaolinshowdown	miu_tsui_fa_ss	Character	Guiding Hand	Butt-Kicking Mom	3	{han}{han}	{han}	3			Rare	miu tsui fa butt kicking mom	Unique. +X fighting. X= the number of damage counters on other {han} Characters you control.	
Mo' Monkeys, Mo' Problems	shaolinshowdown	mo_monkeys_mo_problems_ss	Edge	Jammers	Edge	0	{jam}{jam}					Uncommon	mo monkey problem	Limited. Draw a card when you play a <Monkey>, <Ape>, <Chimp>, <Gorilla>, or <Simian> card.	
Mouth of the Fire Righteous	shaolinshowdown	mouth_of_the_fire_righteous_ss	Character	Four Monarchs	Netherworld Master	5	{mon}{mon}{mon}	{mon}{chi}	7			Rare	mouth fire righteous netherworld master	Unique. When <Fire> Characters at this location turn to attack, they gain +1 Fighting until end of turn. Once per turn, you may pay 1 Power to inflict 3 damage on a Character at this location.	
Mr. X	shaolinshowdown	mr_x_ss	Character	Ascended	Lodge Mastermind	3	{asc}{asc}	{asc}	1			Rare	mr x lodge mastermind	Unique. Turn and maintain to take control of a Character with a cost no greater than 3.	
Natraj Thalnasser	shaolinshowdown	natraj_thalnasser_ss	Character	Ascended	Lodge Warlord	6	{asc}{asc}{asc}{asc}	{asc}	8			Rare	natraj thalnasser lodge warlord	Unique. Guts. Cannot be healed by other cards. Except at the end of a turn, Natraj Thalnasser is not smoked if his Fighting is 0.	
Novice Students	shaolinshowdown	novice_students_ss	Character	Dragons	Fledgling Martial Artists	3	{dra}{dra}	{dra}	4			Uncommon	novice student fledgling martial artist	Generates 1 Power during your Establishing Shot while damaged.	
Old Man Wu	shaolinshowdown	old_man_wu_ss	Character	Guiding Hand	Master of the Monkey Style	5	{han}{han}	{han}{chi}	6			Rare	old man wu master monkey style	Unique. You may redirect exactly 1 damage from each source that would damage Old Man Wu to any Character in play.	
Old Uncle	shaolinshowdown	old_uncle_ss	Character	Dragons	Martial Artist	3	{dra}{dra}	{dra}	4			Common	old uncle martial artist	When you turn this card to attack, you may draw 2 cards. This effect is not cumulative.	
Opium Den	shaolinshowdown	opium_den_ss	Site	Ascended	Hood Site	2	{asc}{asc}	{asc}		1	5	Uncommon	opium den hood	Limited. Turn and maintain to give target Character -2 damage while it is not attacking.	
Order of the Wheel	shaolinshowdown	order_of_the_wheel_ss	Character	Ascended	Secret Society	2		{asc}	2			Common	order wheel secret society	Sacrifice Order of the Wheel, except during an attack, to draw up to two cards.	
Order Out of Chaos	shaolinshowdown	order_out_of_chaos_ss	Event	Guiding Hand	Event	0	{han}{han}{chi}{chi}					Uncommon	order out chaos	Limited. Look at the top 5 cards of your deck. You may toast as many of these cards as you wish. Return the remaining cards to the top of your deck in any order.	
Path of the Clever Fox	shaolinshowdown	path_of_the_clever_fox_ss	State	Chi	State	2	{chi}{chi}{chi}					Uncommon	path clever fox	Schtick. Turn when subject Character is at a location controlled by an opponent :: Steal one Power from that opponent. You may substitute {asc} for {chi} when playing this card on a <Transformed> or <Lodge> Character.	
Path of the Fire Righteous	shaolinshowdown	path_of_the_fire_righteous_ss	State	Four Monarchs	Netherworld State	1	{mon}	{chi}				Common	path fire righteous netherworld	Play on a <Fire> Character. Subject gains +1 Fighting, and its damage may not be reduced.	
Path of the Lurking Rat	shaolinshowdown	path_of_the_lurking_rat_ss	State	Chi	State	1	{chi}{chi}					Uncommon	path lurking rat	Subject Character may attack back-row Sites. The rules text of any Site targeted by subject in an attack is canceled until the end of the attack. You may substitute {asc} for {chi} when playing this card on a <Transformed> or <Lodge> Character.	
Path of the Praying Mantis	shaolinshowdown	path_of_the_praying_mantis_ss	State	Chi	State	1	{chi}{chi}					Common	path praying mantis	Subject Character takes no damage from opponents' 1-cost cards, and inflicts +2 damage on Characters. You may substitute {asc} for {chi} when playing this card on a <Transformed> or <Lodge> Character.	
Path of the Raging Bear	shaolinshowdown	path_of_the_raging_bear_ss	State	Chi	State	2	{chi}{chi}					Uncommon	path raging bear	Not cumulative. Subject Character gains Toughness: X. X= the number of damage counters on subject. You may substitute {asc} for {chi} when playing this card on a <Transformed> or <Lodge> Character.	
Path of the Storm Turtle	shaolinshowdown	path_of_the_storm_turtle_ss	State	Chi	State	0	{chi}{chi}					Common	path storm turtle	Not cumulative. Subject Character gains Toughness: 1 against cards that are not {chi} or {mag}, and are not the subject of a {chi} or {mag} State. You may substitute {asc} for {chi} when playing this card on a <Transformed> or <Lodge> Character.	
Peasant Agitator	shaolinshowdown	peasant_agitator_ss	Character	Guiding Hand	Disgruntled Commoner	1	{han}	{han}	1			Common	peasant agitator disgruntled commoner	+1 Fighting while you control any other <Peasant> Characters.	
Peasant Leader	shaolinshowdown	peasant_leader_ss	Character	Guiding Hand	Disgruntled Commoner	1	{han}{han}	{han}	1			Common	peasant leader disgruntled commoner	Turn and maintain to take control of target Character with Fighting equal to or less than Peasant Leader's.	
Peasant Mob	shaolinshowdown	peasant_mob_ss	Character	Guiding Hand	Angry Rabble	3	{han}{han}	{han}	4			Common	peasant mob angry rabble	Inflicts +2 damage on any Site with a printed Body of 7 or more and -2 damage on any Site with a printed Body of 5 or less, even if the Site is unrevealed.	
Peking Opera Troupe	shaolinshowdown	peking_opera_troupe_ss	Character	Dragons	Kung Fu Acrobats	3	{dra}{dra}	{dra}	4			Uncommon	peking opera troupe kung fu acrobat	Gains Superleap while you control another <Acrobat> Character or an opponent controls a card you own.	
Plains of Ash	shaolinshowdown	plains_of_ash_ss	Site	Feng Shui Site	Feng Shui Site					1	6	Rare	plain ash	Unique. Toast 2 cards from your smoked pile :: Plains of Ash gains +1 Body until you lose control of it.	
Point Blockage	shaolinshowdown	point_blockage_ss	State	Chi	State	1	{chi}{chi}					Uncommon	point blockage	Schtick. Play on a Character without Superleap. Turn to inflict 1 damage on any Character at subject's location. Turn that Character, and it does not unturn during its controller's next Establishing Shot.	
Poison Clan Killers	shaolinshowdown	poison_clan_killers_ss	Character	Eaters of the Lotus	Mercenary Assassins	6	{lot}{lot}{lot}{lot}		10			Rare	poison clan killer mercenary assassin	Unique. If Poison Clan Killers are unturned, they may attack a Character without turning once during your Main Shot.	
Portal Rat	shaolinshowdown	portal_rat_ss	Character	Jammers	Netherworld Saboteur	3	{jam}{jam}	{jam}	4			Uncommon	portal rat netherworld saboteur	You may declare an Edge as the target of an attack. Only"Portal Rat"Characters may attack it, and it is considered to be at your choice of its controller's locations until the end of the attack. Smoke the Edge if combat damage is inflicted on it.	
Positive Chi	shaolinshowdown	positive_chi_ss	Event	Guiding Hand	Event	1	{han}{han}					Uncommon	positive chi	Each player may secretly choose one card, except an Event or Feng Shui Site, in his or her smoked pile. Starting with the current player and proceeding clockwise, each player plays his or her chosen card at no cost.	
Primeval Forest	shaolinshowdown	primeval_forest_ss	Site	Feng Shui Site	Feng Shui Site					2	6	Uncommon	primeval forest	Limited. Generates no Power while damaged or in your back row.	
Primus	shaolinshowdown	primus_pr	Character	Purists	Master of Paradox	4	{pur}{pur}{pur}	{pur}{mag}{mag}	7			Promo	primus master paradox	Unique. When this card enters play, target an opponent, who cannot respond with Events :: Target player cannot play cards this turn.	
Quan Lo	shaolinshowdown	quan_lo_ss	Character	Guiding Hand	The Perfect Master	6	{han}{han}{han}{han}{han}	{han}{han}{chi}{chi}{chi}	6			Rare	quan lo perfect master	Unique. All {han} Characters you control gain Superleap.	
Rachel McShane	shaolinshowdown	rachel_mcshane_ss	Character	Ascended	Lodge Enforcer	5	{asc}{asc}{asc}	{asc}	8			Rare	rachel mc shane lodge enforcer	Unique. Rachel McShane is not affected by opponents' effects that are generated by turning a card.	
Realpolitik	shaolinshowdown	realpolitik_ss	Event	Ascended	Event	1	{asc}					Common	realpolitik	Smoke target Edge or State.	
Reinvigoration Process	shaolinshowdown	reinvigoration_process_ss	Edge	Architects of the Flesh	Edge	1	{arc}					Uncommon	reinvigoration process	Turn :: Play an <Abomination> Character from your smoked pile at normal cost.	
Rend Chi	shaolinshowdown	rend_chi_ss	Event	Eaters of the Lotus	Event	1	{lot}{lot}{mag}					Uncommon	rend chi	Remove X damage from target Character you control and inflict X damage on an opponent's Character at target's location. X= all damage on target.	
Robust Feng Shui	shaolinshowdown	robust_feng_shui_ss	Event	Guiding Hand	Event	2	{han}{han}					Uncommon	robust	Target a card :: Redirect all damage from a single source inflicted on a Feng Shui Site to target.	
Sabotage	shaolinshowdown	sabotage_ss	State	Jammers	State	1	{jam}{jam}					Common	sabotage	Play on an opponent's Site. Subject cannot be turned.	
Senor Ocho	shaolinshowdown	senor_ocho_ss	Character	Ascended	Lodge Assassin	5	{asc}{asc}{asc}	{asc}	7			Rare	senor ocho lodge assassin	Unique. Assassinate. Ambush while attacking Unique Characters.	
Shaking the Mountain	shaolinshowdown	shaking_the_mountain_ss	Event	Chi	Event	1	{chi}{chi}					Common	shaking mountain	Turn all Characters and Sites at target location.	
Shaolin Student	shaolinshowdown	shaolin_student_ss	Character	Guiding Hand	Fledgling Monk	1		{han}	1			Common	shaolin student fledgling monk	Sacrifice Shaolin Student when an opponent burns a Feng Shui Site you control :: Play a <Martial> <Artist> Character at -3 cost.	
Shaolin Surprise	shaolinshowdown	shaolin_surprise_ss	Event	Guiding Hand	Event	0	{han}{han}					Common	shaolin surprise	If you don't control target State, pay 1 Power :: Take control of that state and place it on any legal subject. If the original subject is in play at the end of the turn, return control of the State and place it on the original subject.	
Shinobu Yashida	shaolinshowdown	shinobu_yashida_ss	Character	Ascended	Pledged Master	4	{asc}{asc}{asc}	{asc}	7			Rare	shinobu yashida pledged master	Unique. Inflicts +3 damage on Characters with Fighting of 8 or more.	
Shui Yu	shaolinshowdown	shui_yu_ss	Character	Eaters of the Lotus	Water Demon	4	{lot}{lot}	{lot}{mag}	6			Uncommon	yu water demon	When an interceptor inflicts combat damage on Shui Yu, all other Characters currently intercepting Shui Yu that share a faction resource with that interceptor inflict no damage until the end of the attack.	
Sifu	shaolinshowdown	sifu_ss	Character	Dragons	Martial Arts Teacher	3	{dra}	{dra}	4			Common	sifu martial art teacher	All <Student> Characters you control inflict +1 damage.	
Six Bottles Hwang	shaolinshowdown	six_bottles_hwang_ss	Character	Dragons	Drunken Master	4	{dra}{dra}	{dra}{chi}	6			Rare	six bottle hwang drunken master	Unique. No player may declare interceptors against Six Bottles Hwang. Any opponent may discard 3 cards at random while he is attacking to be able to declare interceptors against him until the end of the attack.	
Sliding Paper Walls	shaolinshowdown	sliding_paper_walls_ss	Site	Unaligned	Battleground Site	0				0	3	Uncommon	sliding paper wall battleground	Cannot be seized. Any damage in excess of this Site's Body is redirected to the Site behind it (Sliding Paper Walls is the source of this damage, which is considered non-combat damage). Turn in response to the declaration of an attack :: swap the positions of this Site and a Site at an adjacent location, this may change the target of the attack.	
