Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Heroic Rematch	yearofthegoat	heroic_rematch_yotg	Event	Dragons											
Heroic Shoulder Wound	yearofthegoat	heroic_shoulder_wound_yotg	Event	Dragons											
Hidden Sanctum	yearofthegoat	hidden_sanctum_yotg	Site	Feng Shui Site											
Highway Ronin	yearofthegoat	highway_ronin_yotg	Character	Guiding Hand											
Hong Kong's Finest	yearofthegoat	hong_kongs_finest_yotg	Character	Dragons											
Honor and Glory	yearofthegoat	honor_and_glory_yotg	State	Four Monarchs											
Horseshoe Island	yearofthegoat	horseshoe_island_yotg	Site	Feng Shui Site											
House Arrest	yearofthegoat	house_arrest_yotg	State	Ascended											
Hovercraft	yearofthegoat	hovercraft_yotg	State	Unaligned											
Huang Yi	yearofthegoat	huang_yi_yotg	Character	Guiding Hand											
Humble Beginnings	yearofthegoat	humble_beginnings_yotg	Event	Chi											
Incendiary Blast	yearofthegoat	incendiary_blast_yotg	Event	Magic											
Innocent Convict	yearofthegoat	innocent_convict_yotg	Character	Dragons											
Inspector Dee	yearofthegoat	inspector_dee_yotg	Character	Dragons											
Jade Jones	yearofthegoat	jade_jones_yotg	Character	Dragons											
Jian	yearofthegoat	jian_yotg	Character	Eaters of the Lotus											
Joe Yeung	yearofthegoat	joe_yeung_yotg	Character	Jammers											
Journey's Reward	yearofthegoat	journeys_reward_yotg	Event	Guiding Hand											
Junkyard Engineer	yearofthegoat	junkyard_engineer_yotg	Character	Dragons											
Just Gettin' Riled Up	yearofthegoat	just_gettin'_riled_up_yotg	Event	Dragons											
Kitsune	yearofthegoat	kitsune_yotg	Character	Guiding Hand											
Knight Templar	yearofthegoat	knight_templar_yotg	Character	Four Monarchs											
Little Flower	yearofthegoat	little_flower_yotg	Character	Eaters of the Lotus											
M.A.D.	yearofthegoat	m.a.d._yotg	Event	Jammers											
Martial Focus	yearofthegoat	martial_focus_yotg	Edge	Unaligned											
Masked Man	yearofthegoat	masked_man_yotg	Character	Unaligned											
Master Fletcher	yearofthegoat	master_fletcher_yotg	Character	Four Monarchs											
Maze of Little Passages	yearofthegoat	maze_of_little_passages_yotg	Site	Feng Shui Site											
Mesmerism	yearofthegoat	mesmerism_yotg	Event	Eaters of the Lotus											
Meteor Hammer	yearofthegoat	meteor_hammer_yotg	State	Unaligned											
Mobius Portal	yearofthegoat	mobius_portal_yotg	Site	Magic											
Mogwai	yearofthegoat	mogwai_yotg	Character	Eaters of the Lotus											
Monster Truck Ambulance	yearofthegoat	monster_truck_ambulance_yotg	State	Dragons											
Mostly Dead Zone	yearofthegoat	mostly_dead_zone_yotg	Site	Jammers											
Mountain Falls	yearofthegoat	mountain_falls_yotg	Site	Feng Shui Site											
Netherworld Trickster	yearofthegoat	netherworld_trickster_yotg	Character	Dragons											
Nicole D'Orca	yearofthegoat	nicole_dorca_yotg	Character	Ascended											
Nine Cuts	yearofthegoat	nine_cuts_yotg	Character	Unaligned											
Ominous Cave Mouth	yearofthegoat	ominous_cave_mouth_yotg	Site	Eaters of the Lotus											
On the Wire	yearofthegoat	on_the_wire_yotg	Event	High Tech											
Operation Hidden Tiger	yearofthegoat	operation_hidden_tiger_yotg	Event	Ascended											
Operation Tethered Goat	yearofthegoat	operation_tethered_goat_yotg	Event	Ascended											
Origami Fortress	yearofthegoat	origami_fortress_yotg	Site	Feng Shui Site											
Pacifists	yearofthegoat	pacifists_yotg	Character	Guiding Hand											
Personal Assault Vehicle	yearofthegoat	personal_assault_vehicle_yotg	State	High Tech											
Pi Yin	yearofthegoat	pi_yin_yotg	Character	Four Monarchs											
Plague of Moths	yearofthegoat	plague_of_moths_yotg	Event	Eaters of the Lotus											
Police Escort	yearofthegoat	police_escort_yotg	Character	Ascended											
Political Favors	yearofthegoat	political_favors_yotg	Event	Ascended											
Proximi-chi Scanner	yearofthegoat	proximi_chi_scanner_yotg	State	Jammers											
Pyromaniac	yearofthegoat	pyromaniac_yotg	Character	Jammers											
Quanqiu Wishing Well	yearofthegoat	quanqiu_wishing_well_yotg	Site	Feng Shui Site											
Quixotic Defense	yearofthegoat	quixotic_defense_yotg	Event	Guiding Hand											
Rainforest Bridge	yearofthegoat	rainforest_bridge_yotg	Site	Feng Shui Site											
Razor-Clad Fanatic	yearofthegoat	razor_clad_fanatic_yotg	Character	Jammers											
Reformed Bandit	yearofthegoat	reformed_bandit_yotg	Character	Guiding Hand											
Remix Artist	yearofthegoat	remix_artist_yotg	Character	Dragons											
Remote Temple	yearofthegoat	remote_temple_yotg	Site	Feng Shui Site											
Renewal	yearofthegoat	renewal_yotg	Event	Chi											
Renewed Manifesto	yearofthegoat	renewed_manifesto_yotg	Event	Jammers											
Returning to Your Roots	yearofthegoat	returning_to_your_roots_yotg	State	Guiding Hand											
Rewired Robot	yearofthegoat	rewired_robot_yotg	Character	Dragons											
River of Lights	yearofthegoat	river_of_lights_yotg	Site	Feng Shui Site											
River's Path	yearofthegoat	rivers_path_yotg	Event	Guiding Hand											
Roar of the Lion	yearofthegoat	roar_of_the_lion_yotg	Character	Ascended											
Robo-Bonobo	yearofthegoat	robo_bonobo_yotg	Character	Jammers											
Rocket Launcher	yearofthegoat	rocket_launcher_yotg	State	Unaligned											
Salamalah Sade	yearofthegoat	salamalah_sade_yotg	Character	Four Monarchs											
Scroll of Pain	yearofthegoat	scroll_of_pain_yotg	Event	Eaters of the Lotus											
Sea Turtle Cove	yearofthegoat	sea_turtle_cove_yotg	Site	Feng Shui Site											
Serge Gardinier	yearofthegoat	serge_gardinier_yotg	Character	Ascended											
Shadowed	yearofthegoat	shadowed_yotg	State	Ascended											
Shock Troops	yearofthegoat	shock_troops_yotg	Character	Four Monarchs											
Sir James Lamb	yearofthegoat	sir_james_lamb_yotg	Character	Four Monarchs											
Sky Burial	yearofthegoat	sky_burial_yotg	Event	Chi											
Snap of the Crocodile	yearofthegoat	snap_of_the_crocodile_yotg	Character	Ascended											
Song of the Nightingale	yearofthegoat	song_of_the_nightingale_yotg	Event	Chi											
Sonic Boomer	yearofthegoat	sonic_boomer_yotg	State	Jammers											
Sorcerous Return	yearofthegoat	sorcerous_return_yotg	Event	Eaters of the Lotus											
Spirit in a Bottle	yearofthegoat	spirit_in_a_bottle_yotg	Event	Magic											
Spontaneous Combustion	yearofthegoat	spontaneous_combustion_yotg	Event	Four Monarchs											
Stone Gargoyle	yearofthegoat	stone_gargoyle_yotg	Character	Eaters of the Lotus											
Sublime Melancholy	yearofthegoat	sublime_melancholy_yotg	State	Eaters of the Lotus											
Sulphurous Cenote	yearofthegoat	sulphurous_cenote_yotg	Site	Feng Shui Site											
Surfeit of Minions	yearofthegoat	surfeit_of_minions_yotg	Event	Eaters of the Lotus											
Tai Chi Ascension	yearofthegoat	tai_chi_ascension_yotg	Event	Dragons											
Tears of Hsi-Ho	yearofthegoat	tears_of_hsi_ho_yotg	Event	Four Monarchs											
The Blackboard	yearofthegoat	the_blackboard_yotg	Site	Feng Shui Site											
The Eastern King	yearofthegoat	the_eastern_king_yotg	Character	Ascended											
The Junkyard	yearofthegoat	the_junkyard_yotg	Site	Unaligned											
The Leashed	yearofthegoat	the_leashed_yotg	Character	Eaters of the Lotus											
The Legacy of Shaolin	yearofthegoat	the_legacy_of_shaolin_yotg	Character	Guiding Hand											
The Leong Brothers	yearofthegoat	the_leong_brothers_yotg	Character	Dragons											
The Mantle	yearofthegoat	the_mantle_yotg	Character	Eaters of the Lotus											
Tom Baxter	yearofthegoat	tom_baxter_yotg	Character	Dragons											
Touch of the Abyss	yearofthegoat	touch_of_the_abyss_yotg	Event	Eaters of the Lotus											
Tranquil Peaks	yearofthegoat	tranquil_peaks_yotg	Site	Feng Shui Site											
Tunnel Fighter	yearofthegoat	tunnel_fighter_yotg	Character	Jammers											
Turf War	yearofthegoat	turf_war_yotg	Edge	Dragons											
Twenty Lashes	yearofthegoat	twenty_lashes_yotg	Event	Four Monarchs											
Twin Thunders	yearofthegoat	twin_thunders_yotg	Event	Four Monarchs											
Undisturbed Meditation	yearofthegoat	undisturbed_meditation_yotg	Edge	Guiding Hand											
Up Before Breakfast	yearofthegoat	up_before_breakfast_yotg	State	Dragons											
Viking Burial	yearofthegoat	viking_burial_yotg	Event	Four Monarchs											
Village Defenders	yearofthegoat	village_defenders_yotg	Character	Guiding Hand											
Wei Tian	yearofthegoat	wei_tian_yotg	Character	Guiding Hand											
Weird Scientist	yearofthegoat	weird_scientist_yotg	Character	Jammers											
White Wolf	yearofthegoat	white_wolf_yotg	Character	Four Monarchs											
William Franklin	yearofthegoat	william_franklin_yotg	Character	Four Monarchs											
Wired to Blow	yearofthegoat	wired_to_blow_yotg	Edge	Jammers											
Yanuario Garcia	yearofthegoat	yanuario_garcia_yotg	Character	Ascended											
Yanyeudao Blade	yearofthegoat	yanyeudao_blade_yotg	State	Guiding Hand											
Yu Canghai	yearofthegoat	yu_canghai_yotg	Character	Eaters of the Lotus											
Zhenmushou	yearofthegoat	zhenmushou_yotg	State	Eaters of the Lotus											
Zhuha	yearofthegoat	zhuha_yotg	Character	Eaters of the Lotus											
