Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Hosed	flashpoint	hosed_fp_400	Event	Jammers	Event	1	{jam}					Uncommon	hosed	Play during an attack. Until the end of the attack, each attacking character inflicts 1 point of damage on each of its interceptors immediately before entering combat with that interceptor.	
Hover Tank	flashpoint	hover_tank_fp_400	State	High Tech	State	3	{tek}{tek}					Common	hover tank	Vehicle. Subject character gains +3 Fighting, Mobility, and Tactics. When subject character turns to attack, you may choose one character in play to be unable to intercept subject character.	
In Your Face Again	flashpoint	in_your_face_again_fp_400	Event	Jammers	Event	0	{jam}					Common	your face again	Play only during your turn. Put a random character from your smoked pile into play. This character cannot be sacrificed, and is smoked at the end of the turn if it is still in play.	
Invincible Chi	flashpoint	invincible_chi_fp_400	Event	Chi	Event	1	{chi}{chi}{chi}					Uncommon	invincible chi	Play during your turn and choose States, Edges, or Sites. Cancel all cards of that type until the end of the turn.	
Jane Q. Public	flashpoint	jane_q_public_fp_400	Character	Dragons	Girl Next Door	2	{dra}	{dra}	2			Common	jane q public girl next door	If Jane Q. Public is smoked by an intercepting character or by an Event played by an opponent, you gain 2 power.	
Joey Paz	flashpoint	joey_paz_fp_400	Character	Dragons	Escrima Master	4	{dra}{dra}{dra}	{dra}{chi}	6			Rare	joey paz escrima master	Unique. Toughness: 2 against combat damage inflicted by unturned characters and any character whose controller played an Event this turn.	
Johnny Badhair	flashpoint	johnny_badhair_fp_400	Character	Dragons	Wild Man	5	{dra}{dra}{dra}	{dra}{jam}	7			Rare	johnny badhair wild man	Unique. Guts. Cannot be sacrificed. At the end of a turn in which Johnny Badhair has been smoked, cut your deck to draw a card, and show it to your opponents. If the card is a character that has a resource condition or is a State, return Johnny Badhair to play.	
Just a Rat	flashpoint	just_a_rat_fp_400	Character	Ascended	Lodge Survivor	3	{asc}	{asc}	3			Uncommon	just rat lodge survivor	Stealth. Inflict 2 points of damage on any character that Just a Rat bypasses using Stealth.	
Just Another Consumer	flashpoint	just_another_consumer_fp_400	Character	Jammers	Scrappy Rebel	1		{jam}	1			Common	just another consumer scrappy rebel	Gains +1 Fighting until the end of the turn if he turns to attack a site that shares a designator with another site in play.	
Kar Fai's Crib	flashpoint	kar_fais_crib_fp_400	Site	Dragons	Site	2	{dra}	{dra}{chi}		1	7	Rare	kar fai crib	Unique. You may play {dra} States at -1 cost. Turn :: Play a Character, ignoring one resource condition.	
Killing Ground	flashpoint	killing_ground_fp_400	Site	Unaligned	Battleground Site	0				0	5	Common	killing ground battleground	If Killing Ground is in your front row, all characters you control inflict +1 damage on intercepting characters and you may play non-Unique 0-cost non-feng shui sites even if you have already played a site that turn. Any player who seizes this site gains 2 Power.	
Kung Fu Student	flashpoint	kung_fu_student_fp_400	Character	Guiding Hand	Fledgling Shaolin	1		{han}	1			Common	kung fu student fledgling shaolin	Has +1 Fighting if a non-Unique feng shui site in your front row has a Body of 4 or less.	
Laughter of the Wind	flashpoint	laughter_of_the_wind_fp_400	Event	Guiding Hand	Event	3	{han}{han}					Uncommon	laughter wind	Play immediately after a successful attack. All characters that entered combat with the target of the attack unturn.	
Leatherback	flashpoint	leatherback_fp_400	Character	Ascended	Lodge Survivor	4	{asc}	{asc}	5			Uncommon	leatherback lodge survivor	Unturns when an opponent plays a {mag} or {tek} card.	
Let's Book!	flashpoint	lets_book_fp_400	Event	Dragons	Event	1	{dra}{dra}{dra}					Uncommon	let book	Play during an attack you declared. All attacking characters you control cease attacking. Until the end of the turn, Events played by opponents cannot damage these characters or remove them from play.	
Little Jim	flashpoint	little_jim_fp_400	Character	Dragons	Rebel Abomination	6	{dra}{dra}{tek}	{dra}	10			Rare	little jim rebel abomination	Unique. Little Jim heals whenever an opponent plays an Event.	
Lodge Politics	flashpoint	lodge_politics_fp_400	Event	Ascended	Event	1	{asc}					Common	lodge politic	You take control of target {asc} card. <Lodge> characters are not legal targets for Lodge Politics.	
MegaTank	flashpoint	megatank_fp_400	State	High Tech	State	5	{tek}{tek}{tek}					Uncommon	mega tank	Vehicle. Subject character gains +7 Fighting and Toughness: 2. Subject character cannot be damaged or removed from play by {arc} Events.	
Melissa Aguelera	flashpoint	melissa_aguelera_fp_400	Character	Dragons	Commando Vet	5	{dra}{dra}	{dra}	7			Rare	melissa aguelera commando vet	Unique. Tactics. Melissa Aguelera's Fighting is increased by the number of players who control <Battleground> sites. All other characters you control that have Tactics gain +2 Fighting.	
Memory Reprocessing	flashpoint	memory_reprocessing_fp_400	Event	Magic	Event	1	{mag}{mag}					Uncommon	memory reprocessing	Toast It. Target an opponent and choose an Event in his or her smoked pile :: The opponent gains 1 Power. Play the chosen Event at normal cost and ignoring resource conditions. (The Event must be resolved normally.)	
Mirror Dancer	flashpoint	mirror_dancer_fp_400	Character	Magic	Netherworld Spirit	2	{mag}	{mag}	2			Uncommon	mirror dancer netherworld spirit	During an attack you declare, if Mirror Dancer damages a site in combat that has the same name as a site you control, you may seize that site.	
Monkeywrenching	flashpoint	monkeywrenching_fp_400	Event	Jammers	Event	0	{jam}					Common	monkeywrenching	Play during your turn. Turn up to X sites. X = the number of {jam} resources in your pool. Sites turned by Monkeywrenching unturn at the end of the turn.	
Mountain Warrior	flashpoint	mountain_warrior_fp_400	Character	Ascended	Pledged Survivor	2	{asc}	{asc}	2			Common	mountain warrior pledged survivor	Gains Ambush until the end of the turn if an opponent turns a site to use the site's special ability.	
Mr. Big	flashpoint	mr_big_fp_400	Character	Ascended	Hood Mastermind	3	{asc}	{asc}	3			Rare	mr big hood mastermind	Unique. All other <Hood> you control gain +1 Fighting. Turn to unturn a <Hood> character. If someone seizes or burns a site you control, they may take control of one of your <Hood> cards.	
Napalm Sunrise	flashpoint	napalm_sunrise_fp_400	Event	Architects of the Flesh	Event	2	{arc}{arc}					Common	napalm sunrise	Play only during your turn. Inflict 2 points of damage on each character and site at target location.	
Night Market	flashpoint	night_market_fp_400	Site	Feng Shui Site	Feng Shui Site					1	8	Common	night market	Limited. In response to an opponent playing an Event during your turn, turn Night Market to gain Power equal to the cost of that Event.	
Nuked	flashpoint	nuked_fp_400	Event	Jammers	Event	1	{jam}{jam}					Common	nuked	Choose an opponent and flip a coin. Heads: smoke a site of your choice controlled by that opponent. Tails: you must flip this coin again, this time for the player sitting to the left of the last player the coin was flipped for.	
Old Hermit's Gambit	flashpoint	old_hermits_gambit_fp_400	Event	Dragons	Event	0	{dra}{dra}	{chi}{mag}				Common	old hermit gambit	Play only during your turn in response to an opponent turning a non-character card. You may unturn a target card.	
Open Season	flashpoint	open_season_fp_400	Edge	Ascended	Edge	1	{asc}					Uncommon	open season	All <Assassin>s, <Enforcer>s and <Killer>s in play gain Assassinate. All characters in play may turn to attack other characters as if they had the ability Independent.	
Orange Meditation	flashpoint	orange_meditation_fp_400	Event	Guiding Hand	Event	0	{han}					Common	orange meditation	Target character gains +X Fighting until end of turn, and you may discard up to X cards. X = number of states this character is the subject of when Orange Meditation is played.	
Paradox Cube	flashpoint	paradox_cube_fp_400	Edge	Architects of the Flesh	Edge	2	{arc}{arc}{mag}					Uncommon	paradox cube	Unique. When Paradox Cube enters play, choose a non-Limited Edge in play. Paradox Cube copies the text of that Edge.	
Peacock Summit	flashpoint	peacock_summit_fp_400	Site	Feng Shui Site	Feng Shui Site					1	6	Common	peacock summit	Peacock Summit gains +2 Body for each different faction in your resource pool.	
Plasma Trooper	flashpoint	plasma_trooper_fp_400	Character	Architects of the Flesh	BuroMil Cyborg	3		{arc}{tek}	3			Common	plasma trooper buro mil cyborg	When Plasma Trooper turns to attack, it gains +X Fighting until the end of the attack. X = number of characters controlled by the controller of its target.	
Pod Trooper	flashpoint	pod_trooper_fp_400	Character	Architects of the Flesh	Abomination in a Can	1	{arc}		X			Common	pod trooper abomination can	Toast It. X = the number of characters and back-row sites controlled by the opponent to your left. Toast Pod Trooper at the end of the turn it enters play.	
Portal in Tower Square	flashpoint	portal_in_tower_square_fp_400	Site	Unaligned	Battleground Site	0				0	5	Uncommon	portal tower square battleground	Unique. If Portal in Tower Square is in your front row, you may turn and maintain it to target 2 characters. Target characters may not turn to change location. Any player who seizes this site gains 3 Power.	
Portal Jockey	flashpoint	portal_jockey_fp_400	Character	Jammers	Redeemed Timewalker	2		{jam}	2			Common	portal jockey redeemed timewalker	Any time Portal Jockey is in your hand when an opponent plays a character at reduced cost, you may put Portal Jockey into play at no cost. Has Ambush during the turn in which he enters play.	
Pump-Action Shotgun	flashpoint	pump_action_shotgun_fp_400	State	Unaligned	State	1						Common	pump action gun shot	Weapon. When a Unique Character you control is smoked by an opponent, unturn this card. Turn this card :: subject Character inflicts +3 damage until the end of the turn.	
Purist	flashpoint	purist_fp_400	Character	Architects of the Flesh	Buro Sorcerer	2	{arc}{arc}	{arc}{mag}	1			Uncommon	purist buro sorcerer	Choose a face-up Feng Shui Site controlled by another player that turns (or turns and maintains), choose a Feng Shui Site you control, and turn and maintain this card :: your chosen Feng Shui Site copies the text of the other player’s chosen Feng Shui Site.	
Purist Sorcerer	flashpoint	purist_sorcerer_fp_400	Character	Eaters of the Lotus	Buro Infiltrator	2	{lot}{lot}	{lot}{mag}	2			Uncommon	purist sorcerer buro infiltrator	Turn Purist Sorcerer to inflict 1 point of damage on target character. Turn and maintain Purist Sorcerer to control target <Buro> character.	
Rain of Fury	flashpoint	rain_of_fury_fp_400	State	Chi	State	0	{chi}					Uncommon	rain fury	Subject character gains +1 Fighting whenever an opponent plays an Event during your turn. Bonus is lost if subject character or Rain of Fury leaves play.	
Rainforest Grove	flashpoint	rainforest_grove_fp_400	Site	Feng Shui Site	Feng Shui Site					1	7	Common	rainforest grove	Limited. Characters you control gain +1 Fighting until the end of the attack when they turn to attack a target controlled by a player who controls more cards than you.	
Rainforest River	flashpoint	rainforest_river_fp_400	Site	Feng Shui Site	Feng Shui Site					1	8	Uncommon	rainforest river	You may play Rainforest River face up into a location that contains a single face-up feng shui site. Rainforest River becomes the new front-row site. The other site moves to the back row.	
Rainforest Temple	flashpoint	rainforest_temple_fp_400	Site	Feng Shui Site	Feng Shui Site					1	8	Common	rainforest temple	Turn Rainforest Temple to remove up to two damage counters from it and inflict the damage on another site you control that has a Body of 3 or more.	
Red Monk	flashpoint	red_monk_fp_400	Character	Guiding Hand	Martial Artist	3	{han}	{han}{chi}	4			Uncommon	red monk martial artist	When an opponent plays an Event that targets a card you control, Red Monk gains Superleap until it leaves play.	
Redeemed Gunman	flashpoint	redeemed_gunman_fp_400	Character	Dragons	Reforming Hood	1		{dra}	1			Common	redeemed gun man reforming hood	Cannot intercept. Gains +2 fighting until end of turn if he turns to attack a turned site.	
Registry of the Damned	flashpoint	registry_of_the_damned_fp_400	Site	Eaters of the Lotus	Site	1	{lot}{lot}{mag}			0	4	Uncommon	registry damned	Limited. Place a counter on this site when an opponent plays a 0-cost Event. During your turn, you may turn Registry of the Damned and remove a number of counters equal to the cost of a character in Registry of the Damned's owner's smoked pile to put that character into play in your control. Character gains the designator <Ghost>.	
Resistance is Futile!	flashpoint	resistance_is_futile_fp_400	State	Architects of the Flesh	State	1	{arc}{arc}	{arc}				Uncommon	resistance is futile	Limited. Play on a front-row site controlled by an opponent. Characters you control inflict +1 damage at subject site's location. You may play Unique characters that have three or more resource conditions and a cost of 5 or more at -1 cost.	
Rhys Engel	flashpoint	rhys_engel_fp_400	Character	Architects of the Flesh	Purist Mastermind	3	{arc}{arc}{arc}	{arc}{lot}{mag}{mag}	3			Rare	rhys engel purist mastermind	Unique. Once per turn you may discard a card to look at an opponent's hand or reveal a feng shui site.	
Righteous Fist	flashpoint	righteous_fist_fp_400	Character	Guiding Hand	Martial Artist	2		{han}	2			Common	righteous fist martial artist	Sacrifice Righteous Fist to smoke a State on a card you own.	
Rocket Scientist	flashpoint	rocket_scientist_fp_400	Character	Jammers	Techie Guerrilla	3	{jam}	{jam}{tek}	4			Common	rocket scientist techie guerrilla	Mobility. If an opponent targets Rocket Scientist with an Event, you may inflict 4 points of damage on a site controlled by that opponent.	
Sam Mallory	flashpoint	sam_mallory_fp_400	Character	Ascended	Lodge Killer	5	{asc}{asc}{asc}	{asc}	7			Rare	sam mallory lodge killer	Unique. Toughness: X. X = number of damage counters on Sam Mallory.	
Sampan Village	flashpoint	sampan_village_fp_400	Site	Feng Shui Site	Feng Shui Site					1	7	Common	sampan village	When an attack targeting Sampan Village ends, you may place each character that attacked the site at a location of your choice on its controller's side.	
Satellite Intelligence	flashpoint	satellite_intelligence_fp_400	Event	High Tech	Event	1	{tek}					Uncommon	satellite intelligence	Target site switches positions with another target site its controller controls. This may change which site is targeted by an attack.	
