CardImageURLs:	
combatinkowloon/pocket_demon_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/pocket%20demon.jpg
combatinkowloon/precious_lotus_monastery_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/precious%20lotus%20monastery.jpg
combatinkowloon/prince_of_the_ice_pagoda_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/prince%20of%20the%20ice%20pagoda.jpg
combatinkowloon/princess_chu_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/princess%20chu.jpg
combatinkowloon/proving_ground_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/proving%20ground.jpg
combatinkowloon/puzzle_garden_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/puzzle%20garden.jpg
combatinkowloon/rainforest_ruins_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/rainforest%20ruins.jpg
combatinkowloon/rat_clan_spies_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/rat%20clan%20spies.jpg
combatinkowloon/ravenous_devourer_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/ravenous%20devourer.jpg
combatinkowloon/realpolitik_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/realpolitik.jpg
combatinkowloon/reggie_mortis_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/reggie%20mortis.jpg
combatinkowloon/reluctant_hero_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/reluctant%20hero.jpg
combatinkowloon/robbing_the_kong_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/robbing%20the%20kong.jpg
combatinkowloon/scrounging_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/scrounging.jpg
combatinkowloon/seal_team_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/seal%20team.jpg
combatinkowloon/seamus_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/seamus.jpg
combatinkowloon/secrets_of_shaolin_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/secrets%20of%20shaolin.jpg
combatinkowloon/serena_chase_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/serena%20chase.jpg
combatinkowloon/sewer_scum_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/sewer%20scum.jpg
combatinkowloon/shaking_the_mountain_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/shaking%20the%20mountain.jpg
combatinkowloon/shaolin_student_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/shaolin%20student.jpg
combatinkowloon/shaolin_supplicants_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/shaolin%20supplicants.jpg
combatinkowloon/shield_of_pure_soul_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/shield%20of%20pure%20soul.jpg
combatinkowloon/sifu_beumer_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/sifu%20beumer.jpg
combatinkowloon/smiling_heaven_lake_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/smiling%20heaven%20lake.jpg
combatinkowloon/soul_theft_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/soul%20theft.jpg
combatinkowloon/spit_and_baling_wire_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/spit%20and%20baling%20wire.jpg
combatinkowloon/stone_dolmens_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/stone%20dolmens.jpg
combatinkowloon/student_of_the_dragon_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/student%20of%20the%20dragon.jpg
combatinkowloon/superior_kung_fu_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/superior%20kung%20fu.jpg
combatinkowloon/taiko_drummer_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/taiko%20drummer.jpg
combatinkowloon/tail_of_the_lizard_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/tail%20of%20the%20lizard.jpg
combatinkowloon/tears_of_the_crocodile_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/tears%20of%20the%20crocodile.jpg
combatinkowloon/tech_squad_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/tech%20squad.jpg
combatinkowloon/temple_guards_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/temple%20guards.jpg
combatinkowloon/the_great_wastes_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20great%20wastes.jpg
combatinkowloon/the_iron_monkey_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20iron%20monkey.jpg
combatinkowloon/the_iron_palace_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20iron%20palace.jpg
combatinkowloon/the_jade_dragon_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20jade%20dragon.jpg
combatinkowloon/the_real_deal_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/Promos/the%20real%20deal.jpg
combatinkowloon/the_she-wolf_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20she%20wolf.jpg
combatinkowloon/the_twisted_gardens_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/the%20twisted%20gardens.jpg
combatinkowloon/treasure_cache_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/treasure%20cache.jpg
combatinkowloon/undead_horrors_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/undead%20horrors.jpg
combatinkowloon/underworld_coronation_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/underworld%20coronation.jpg
combatinkowloon/vale_of_tears_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/vale%20of%20tears.jpg
combatinkowloon/venerable_apothecary_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/venerable%20apothecary.jpg
combatinkowloon/violet_meditation_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/violet%20meditation.jpg
combatinkowloon/walk_on_the_wild_side_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/walk%20on%20the%20wild%20side.jpg
combatinkowloon/walking_corpses_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/walking%20corpses.jpg
combatinkowloon/wall_of_a_thousand_eyes_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/wall%20of%20a%20thousand%20eyes.jpg
combatinkowloon/waterfall_sanctuary_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/waterfall%20sanctuary.jpg
combatinkowloon/whirlpool_of_blood_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/whirlpool%20of%20blood.jpg
combatinkowloon/wolf_clan_hunters_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/wolf%20clan%20hunters.jpg
combatinkowloon/wolf_den_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/wolf%20den.jpg
combatinkowloon/wrench_slinger_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/wrench%20slinger.jpg
combatinkowloon/xin_ji_yang_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/xin%20ji%20yang.jpg
combatinkowloon/you_xia_the_avenger_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/you%20xia%20the%20avenger.jpg
combatinkowloon/youn_wha_cik_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/CIK/youn%20wha.jpg
	
backforseconds/armies_of_the_monarchs_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/armies%20of%20the%20monarchs.jpg
backforseconds/armorer_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/armorer.jpg
backforseconds/avenging_fire_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/avenging%20fire.jpg
backforseconds/ba-boom_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/ba-boom.jpg
backforseconds/billy_zed_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/billy%20zed.jpg
backforseconds/blood_lust_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/blood%20lust.jpg
backforseconds/bomb_factory_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/bomb%20factory.jpg
backforseconds/booby-trapped_tomb_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/booby%20trapped%20tomb.jpg
backforseconds/brain_fire_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/brain%20fire.jpg
backforseconds/brass_monkey_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/brass%20monkey.jpg
backforseconds/chi_seeking_missile_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/chi%20seeking%20missile.jpg
backforseconds/city_center_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/city%20center.jpg
backforseconds/cocktail_waiters_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/cocktail%20waiters.jpg
backforseconds/curtis_graham_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/curtis%20graham.jpg
backforseconds/desolate_ridge_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/desolate%20ridge.jpg
backforseconds/dockyard_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/dockyard.jpg
backforseconds/dump_scrounger_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/dump%20scrounger.jpg
backforseconds/earth_wind_and_fire_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/earth%20wind%20and%20fire.jpg
backforseconds/electro-gauntlet_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/electro-gauntlet.jpg
backforseconds/entropy_is_your_friend_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/entropy%20is%20your%20friend.jpg
backforseconds/fakhir-al-din_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fakhir%20al%20din.jpg
backforseconds/feeding_the_fires_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/feeding%20the%20fires.jpg
backforseconds/fire_cadets_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20cadets.jpg
backforseconds/fire_dancer_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20dancer.jpg
backforseconds/fire_horse_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20horse.jpg
backforseconds/fire_mystic_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20mystic.jpg
backforseconds/fire_serpent_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20serpent.jpg
backforseconds/fire_sled_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20sled.jpg
backforseconds/fire_sword_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20sword.jpg
backforseconds/fire_warriors_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fire%20warriors.jpg
backforseconds/fireworks_factory_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/fireworks%20factory.jpg
backforseconds/flying_monkey_squad_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/flying%20monkey%20squad.jpg
backforseconds/hartwell_iron_works_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS//hartwell%20iron%20works.jpg
backforseconds/johnny_red_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/johnny%20red.jpg
backforseconds/khalid_al-haddad_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/khalid%20al%20haddad.jpg
backforseconds/kowloon_gate_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/kowloon%20gate.jpg
backforseconds/lagrange_four_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/lagrange%20four.jpg
backforseconds/larcenous_mist_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/larcenous%20mist.jpg
backforseconds/mad_scientist_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/mad%20scientist.jpg
backforseconds/manufactured_island_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/manufactured%20island.jpg
backforseconds/mark_of_fire_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/mark%20of%20fire.jpg
backforseconds/marmojet_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/marmojet.jpg
backforseconds/martyr's_tomb_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/martyrs%20tomb.jpg
backforseconds/maze_of_stairs_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/maze%20of%20stairs.jpg
backforseconds/mobius_gardens_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/mobius%20gardens.jpg
backforseconds/monkey_house_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/monkey%20house.jpg
backforseconds/mouth_of_the_fire_righteous_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/mouth%20of%20the%20fire%20righteous.jpg
backforseconds/nightclub_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/nightclub.jpg
backforseconds/out_of_the_barrel_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/out%20of%20the%20barrel.jpg
backforseconds/payback_time_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/payback%20time.jpg
backforseconds/phlogiston_mine_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/phlogiston%20mine.jpg
backforseconds/plots_and_intrigues_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/plots%20and%20intrigues.jpg
backforseconds/po_toi_islands_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/po%20toi%20islands.jpg
backforseconds/pocket_demon_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/pocket%20demon.jpg
backforseconds/potlatch_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/potlatch.jpg
backforseconds/punks_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/punks.jpg
backforseconds/scrounging_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/scrounging.jpg
backforseconds/shattering_fire_bfs_400.jpg	http://www.shadowfist.com/card_gallery/card%20images/400%20px/BFS/shattering%20fire.jpg
